# Frequency(THz) spec_cv(J/Kg.K.THz) cum_cv(J/Kg.K)
91.042543 0.000046 437.592459
91.046543 0.000046 437.592461
91.050543 0.000046 437.592462
91.054543 0.000046 437.592463
91.058543 0.000045 437.592464
91.062543 0.000045 437.592465
91.066543 0.000045 437.592466
91.070543 0.000045 437.592467
91.074543 0.000045 437.592468
91.078543 0.000044 437.592470
91.082543 0.000044 437.592471
91.086543 0.000044 437.592472
91.090543 0.000044 437.592473
91.094542 0.000044 437.592474
91.098542 0.000043 437.592475
91.102542 0.000043 437.592476
91.106542 0.000043 437.592477
91.110542 0.000043 437.592478
91.114542 0.000043 437.592480
91.118542 0.000042 437.592481
91.122542 0.000042 437.592482
91.126542 0.000042 437.592483
91.130542 0.000042 437.592484
91.134542 0.000042 437.592485
91.138542 0.000041 437.592486
91.142542 0.000041 437.592487
91.146542 0.000041 437.592488
91.150542 0.000041 437.592489
91.154542 0.000041 437.592490
91.158541 0.000040 437.592491
91.162541 0.000040 437.592492
91.166541 0.000040 437.592493
91.170541 0.000040 437.592494
91.174541 0.000040 437.592495
91.178541 0.000039 437.592496
91.182541 0.000039 437.592497
91.186541 0.000039 437.592498
91.190541 0.000039 437.592499
91.194541 0.000039 437.592500
91.198541 0.000039 437.592501
91.202541 0.000038 437.592502
91.206541 0.000038 437.592503
91.210541 0.000038 437.592504
91.214541 0.000038 437.592505
91.218541 0.000038 437.592506
91.222540 0.000038 437.592507
91.226540 0.000037 437.592508
91.230540 0.000037 437.592509
91.234540 0.000037 437.592510
91.238540 0.000037 437.592511
91.242540 0.000037 437.592511
91.246540 0.000037 437.592512
91.250540 0.000037 437.592513
91.254540 0.000036 437.592514
91.258540 0.000036 437.592515
91.262540 0.000036 437.592516
91.266540 0.000036 437.592517
91.270540 0.000036 437.592518
91.274540 0.000036 437.592519
91.278540 0.000036 437.592520
91.282539 0.000035 437.592521
91.286539 0.000035 437.592521
91.290539 0.000035 437.592522
91.294539 0.000035 437.592523
91.298539 0.000035 437.592524
91.302539 0.000035 437.592525
91.306539 0.000035 437.592526
91.310539 0.000035 437.592527
91.314539 0.000034 437.592528
91.318539 0.000034 437.592528
91.322539 0.000034 437.592529
91.326539 0.000034 437.592530
91.330539 0.000034 437.592531
91.334539 0.000034 437.592532
91.338539 0.000034 437.592533
91.342539 0.000034 437.592534
91.346538 0.000034 437.592534
91.350538 0.000034 437.592535
91.354538 0.000033 437.592536
91.358538 0.000033 437.592537
91.362538 0.000033 437.592538
91.366538 0.000033 437.592539
91.370538 0.000033 437.592540
91.374538 0.000033 437.592540
91.378538 0.000033 437.592541
91.382538 0.000033 437.592542
91.386538 0.000033 437.592543
91.390538 0.000033 437.592544
91.394538 0.000032 437.592544
91.398538 0.000032 437.592545
91.402538 0.000032 437.592546
91.406537 0.000032 437.592547
91.410537 0.000032 437.592548
91.414537 0.000032 437.592549
91.418537 0.000032 437.592549
91.422537 0.000032 437.592550
91.426537 0.000032 437.592551
91.430537 0.000032 437.592552
91.434537 0.000031 437.592553
91.438537 0.000031 437.592553
91.442537 0.000031 437.592554
91.446537 0.000031 437.592555
91.450537 0.000031 437.592556
91.454537 0.000031 437.592556
91.458537 0.000031 437.592557
91.462537 0.000031 437.592558
91.466537 0.000031 437.592559
91.470536 0.000031 437.592560
91.474536 0.000031 437.592560
91.478536 0.000031 437.592561
91.482536 0.000031 437.592562
91.486536 0.000030 437.592563
91.490536 0.000030 437.592563
91.494536 0.000030 437.592564
91.498536 0.000030 437.592565
91.502536 0.000030 437.592566
91.506536 0.000030 437.592566
91.510536 0.000030 437.592567
91.514536 0.000030 437.592568
91.518536 0.000030 437.592569
91.522536 0.000030 437.592569
91.526536 0.000030 437.592570
91.530536 0.000030 437.592571
91.534535 0.000030 437.592572
91.538535 0.000030 437.592572
91.542535 0.000030 437.592573
91.546535 0.000030 437.592574
91.550535 0.000030 437.592575
91.554535 0.000030 437.592576
91.558535 0.000029 437.592576
91.562535 0.000029 437.592577
91.566535 0.000029 437.592578
91.570535 0.000029 437.592578
91.574535 0.000029 437.592579
91.578535 0.000029 437.592580
91.582535 0.000029 437.592581
91.586535 0.000029 437.592581
91.590535 0.000029 437.592582
91.594534 0.000029 437.592583
91.598534 0.000029 437.592584
91.602534 0.000029 437.592584
91.606534 0.000029 437.592585
91.610534 0.000029 437.592586
91.614534 0.000029 437.592586
91.618534 0.000029 437.592587
91.622534 0.000029 437.592588
91.626534 0.000029 437.592589
91.630534 0.000028 437.592589
91.634534 0.000028 437.592590
91.638534 0.000028 437.592591
91.642534 0.000028 437.592592
91.646534 0.000028 437.592592
91.650534 0.000028 437.592593
91.654534 0.000028 437.592594
91.658533 0.000028 437.592594
91.662533 0.000028 437.592595
91.666533 0.000028 437.592596
91.670533 0.000028 437.592596
91.674533 0.000028 437.592597
91.678533 0.000028 437.592598
91.682533 0.000028 437.592599
91.686533 0.000028 437.592599
91.690533 0.000028 437.592600
91.694533 0.000028 437.592601
91.698533 0.000028 437.592601
91.702533 0.000028 437.592602
91.706533 0.000028 437.592603
91.710533 0.000028 437.592603
91.714533 0.000028 437.592604
91.718533 0.000028 437.592605
91.722532 0.000028 437.592606
91.726532 0.000028 437.592606
91.730532 0.000028 437.592607
91.734532 0.000028 437.592608
91.738532 0.000028 437.592608
91.742532 0.000028 437.592609
91.746532 0.000028 437.592610
91.750532 0.000028 437.592611
91.754532 0.000028 437.592611
91.758532 0.000028 437.592612
91.762532 0.000028 437.592613
91.766532 0.000028 437.592613
91.770532 0.000028 437.592614
91.774532 0.000028 437.592615
91.778532 0.000028 437.592615
91.782531 0.000028 437.592616
91.786531 0.000028 437.592617
91.790531 0.000028 437.592618
91.794531 0.000028 437.592618
91.798531 0.000027 437.592619
91.802531 0.000027 437.592620
91.806531 0.000027 437.592620
91.810531 0.000027 437.592621
91.814531 0.000027 437.592622
91.818531 0.000027 437.592622
91.822531 0.000027 437.592623
91.826531 0.000027 437.592624
91.830531 0.000027 437.592624
91.834531 0.000027 437.592625
91.838531 0.000027 437.592626
91.842531 0.000027 437.592626
91.846530 0.000027 437.592627
91.850530 0.000027 437.592628
91.854530 0.000027 437.592628
91.858530 0.000027 437.592629
91.862530 0.000027 437.592630
91.866530 0.000027 437.592631
91.870530 0.000027 437.592631
91.874530 0.000027 437.592632
91.878530 0.000027 437.592633
91.882530 0.000027 437.592633
91.886530 0.000028 437.592634
91.890530 0.000028 437.592635
91.894530 0.000028 437.592635
91.898530 0.000028 437.592636
91.902530 0.000028 437.592637
91.906529 0.000028 437.592637
91.910529 0.000028 437.592638
91.914529 0.000028 437.592639
91.918529 0.000028 437.592640
91.922529 0.000028 437.592640
91.926529 0.000028 437.592641
91.930529 0.000028 437.592642
91.934529 0.000028 437.592642
91.938529 0.000028 437.592643
91.942529 0.000028 437.592644
91.946529 0.000028 437.592644
91.950529 0.000028 437.592645
91.954529 0.000028 437.592646
91.958529 0.000028 437.592647
91.962529 0.000028 437.592647
91.966529 0.000028 437.592648
91.970528 0.000028 437.592649
91.974528 0.000028 437.592649
91.978528 0.000028 437.592650
91.982528 0.000028 437.592651
91.986528 0.000028 437.592651
91.990528 0.000028 437.592652
91.994528 0.000028 437.592653
91.998528 0.000028 437.592654
92.002528 0.000028 437.592654
92.006528 0.000028 437.592655
92.010528 0.000028 437.592656
92.014528 0.000028 437.592656
92.018528 0.000028 437.592657
92.022528 0.000028 437.592658
92.026528 0.000028 437.592659
92.030528 0.000028 437.592659
92.034527 0.000028 437.592660
92.038527 0.000028 437.592661
92.042527 0.000028 437.592661
92.046527 0.000028 437.592662
92.050527 0.000028 437.592663
92.054527 0.000028 437.592663
92.058527 0.000028 437.592664
92.062527 0.000028 437.592665
92.066527 0.000029 437.592666
92.070527 0.000029 437.592666
92.074527 0.000029 437.592667
92.078527 0.000029 437.592668
92.082527 0.000029 437.592668
92.086527 0.000029 437.592669
92.090527 0.000029 437.592670
92.094526 0.000029 437.592671
92.098526 0.000029 437.592671
92.102526 0.000029 437.592672
92.106526 0.000029 437.592673
92.110526 0.000029 437.592674
92.114526 0.000029 437.592674
92.118526 0.000029 437.592675
92.122526 0.000029 437.592676
92.126526 0.000029 437.592676
92.130526 0.000029 437.592677
92.134526 0.000029 437.592678
92.138526 0.000030 437.592679
92.142526 0.000030 437.592679
92.146526 0.000030 437.592680
92.150526 0.000030 437.592681
92.154526 0.000030 437.592682
92.158525 0.000030 437.592682
92.162525 0.000030 437.592683
92.166525 0.000030 437.592684
92.170525 0.000030 437.592685
92.174525 0.000030 437.592685
92.178525 0.000030 437.592686
92.182525 0.000030 437.592687
92.186525 0.000030 437.592688
92.190525 0.000030 437.592688
92.194525 0.000031 437.592689
92.198525 0.000031 437.592690
92.202525 0.000031 437.592691
92.206525 0.000031 437.592692
92.210525 0.000031 437.592692
92.214525 0.000031 437.592693
92.218525 0.000031 437.592694
92.222524 0.000031 437.592695
92.226524 0.000031 437.592695
92.230524 0.000031 437.592696
92.234524 0.000031 437.592697
92.238524 0.000032 437.592698
92.242524 0.000032 437.592699
92.246524 0.000032 437.592699
92.250524 0.000032 437.592700
92.254524 0.000032 437.592701
92.258524 0.000032 437.592702
92.262524 0.000032 437.592703
92.266524 0.000032 437.592703
92.270524 0.000032 437.592704
92.274524 0.000033 437.592705
92.278524 0.000033 437.592706
92.282523 0.000033 437.592707
92.286523 0.000033 437.592707
92.290523 0.000033 437.592708
92.294523 0.000033 437.592709
92.298523 0.000033 437.592710
92.302523 0.000034 437.592711
92.306523 0.000034 437.592712
92.310523 0.000034 437.592712
92.314523 0.000034 437.592713
92.318523 0.000034 437.592714
92.322523 0.000034 437.592715
92.326523 0.000035 437.592716
92.330523 0.000035 437.592717
92.334523 0.000035 437.592718
92.338523 0.000035 437.592719
92.342523 0.000035 437.592719
92.346522 0.000036 437.592720
92.350522 0.000036 437.592721
92.354522 0.000036 437.592722
92.358522 0.000036 437.592723
92.362522 0.000036 437.592724
92.366522 0.000037 437.592725
92.370522 0.000037 437.592726
92.374522 0.000037 437.592727
92.378522 0.000037 437.592728
92.382522 0.000037 437.592729
92.386522 0.000038 437.592729
92.390522 0.000038 437.592730
92.394522 0.000038 437.592731
92.398522 0.000038 437.592732
92.402522 0.000039 437.592733
92.406521 0.000039 437.592734
92.410521 0.000039 437.592735
92.414521 0.000039 437.592736
92.418521 0.000040 437.592737
92.422521 0.000040 437.592738
92.426521 0.000040 437.592739
92.430521 0.000041 437.592740
92.434521 0.000041 437.592741
92.438521 0.000041 437.592742
92.442521 0.000042 437.592743
92.446521 0.000042 437.592744
92.450521 0.000042 437.592745
92.454521 0.000042 437.592746
92.458521 0.000043 437.592747
92.462521 0.000043 437.592749
92.466521 0.000043 437.592750
92.470520 0.000044 437.592751
92.474520 0.000044 437.592752
92.478520 0.000044 437.592753
92.482520 0.000045 437.592754
92.486520 0.000045 437.592755
92.490520 0.000045 437.592756
92.494520 0.000046 437.592757
92.498520 0.000046 437.592759
92.502520 0.000047 437.592760
92.506520 0.000047 437.592761
92.510520 0.000047 437.592762
92.514520 0.000048 437.592763
92.518520 0.000048 437.592764
92.522520 0.000049 437.592766
92.526520 0.000049 437.592767
92.530520 0.000050 437.592768
92.534519 0.000050 437.592769
92.538519 0.000051 437.592771
92.542519 0.000051 437.592772
92.546519 0.000052 437.592773
92.550519 0.000052 437.592774
92.554519 0.000053 437.592776
92.558519 0.000053 437.592777
92.562519 0.000054 437.592778
92.566519 0.000054 437.592780
92.570519 0.000055 437.592781
92.574519 0.000056 437.592782
92.578519 0.000056 437.592784
92.582519 0.000057 437.592785
92.586519 0.000058 437.592787
92.590519 0.000058 437.592788
92.594518 0.000059 437.592790
92.598518 0.000060 437.592791
92.602518 0.000060 437.592793
92.606518 0.000061 437.592794
92.610518 0.000062 437.592796
92.614518 0.000063 437.592797
92.618518 0.000063 437.592799
92.622518 0.000064 437.592800
92.626518 0.000065 437.592802
92.630518 0.000066 437.592803
92.634518 0.000067 437.592805
92.638518 0.000068 437.592807
92.642518 0.000069 437.592808
92.646518 0.000070 437.592810
92.650518 0.000071 437.592812
92.654518 0.000072 437.592814
92.658517 0.000073 437.592816
92.662517 0.000074 437.592817
92.666517 0.000075 437.592819
92.670517 0.000076 437.592821
92.674517 0.000077 437.592823
92.678517 0.000079 437.592825
92.682517 0.000080 437.592827
92.686517 0.000081 437.592829
92.690517 0.000082 437.592831
92.694517 0.000084 437.592833
92.698517 0.000085 437.592835
92.702517 0.000086 437.592837
92.706517 0.000087 437.592839
92.710517 0.000089 437.592841
92.714517 0.000090 437.592844
92.718517 0.000091 437.592846
92.722516 0.000093 437.592848
92.726516 0.000095 437.592850
92.730516 0.000096 437.592853
92.734516 0.000098 437.592855
92.738516 0.000100 437.592858
92.742516 0.000102 437.592860
92.746516 0.000104 437.592863
92.750516 0.000106 437.592865
92.754516 0.000108 437.592868
92.758516 0.000110 437.592871
92.762516 0.000112 437.592873
92.766516 0.000114 437.592876
92.770516 0.000116 437.592879
92.774516 0.000118 437.592882
92.778516 0.000120 437.592885
92.782515 0.000122 437.592888
92.786515 0.000125 437.592891
92.790515 0.000128 437.592894
92.794515 0.000130 437.592897
92.798515 0.000133 437.592900
92.802515 0.000136 437.592904
92.806515 0.000139 437.592907
92.810515 0.000142 437.592911
92.814515 0.000145 437.592914
92.818515 0.000148 437.592918
92.822515 0.000151 437.592921
92.826515 0.000155 437.592925
92.830515 0.000158 437.592929
92.834515 0.000162 437.592933
92.838515 0.000166 437.592937
92.842515 0.000170 437.592941
92.846514 0.000175 437.592945
92.850514 0.000179 437.592950
92.854514 0.000184 437.592954
92.858514 0.000189 437.592959
92.862514 0.000193 437.592963
92.866514 0.000198 437.592968
92.870514 0.000203 437.592973
92.874514 0.000209 437.592978
92.878514 0.000215 437.592983
92.882514 0.000220 437.592989
92.886514 0.000225 437.592994
92.890514 0.000232 437.593000
92.894514 0.000237 437.593005
92.898514 0.000244 437.593011
92.902514 0.000250 437.593017
92.906513 0.000257 437.593023
92.910513 0.000264 437.593030
92.914513 0.000271 437.593036
92.918513 0.000277 437.593043
92.922513 0.000284 437.593050
92.926513 0.000292 437.593057
92.930513 0.000300 437.593064
92.934513 0.000308 437.593072
92.938513 0.000315 437.593079
92.942513 0.000323 437.593087
92.946513 0.000331 437.593095
92.950513 0.000339 437.593103
92.954513 0.000347 437.593112
92.958513 0.000355 437.593120
92.962513 0.000362 437.593129
92.966513 0.000370 437.593138
92.970512 0.000378 437.593148
92.974512 0.000385 437.593157
92.978512 0.000393 437.593167
92.982512 0.000400 437.593176
92.986512 0.000407 437.593186
92.990512 0.000414 437.593196
92.994512 0.000420 437.593207
92.998512 0.000427 437.593217
93.002512 0.000433 437.593228
93.006512 0.000439 437.593239
93.010512 0.000445 437.593250
93.014512 0.000450 437.593261
93.018512 0.000456 437.593272
93.022512 0.000461 437.593283
93.026512 0.000467 437.593295
93.030512 0.000472 437.593307
93.034511 0.000477 437.593318
93.038511 0.000481 437.593330
93.042511 0.000485 437.593342
93.046511 0.000489 437.593354
93.050511 0.000493 437.593367
93.054511 0.000497 437.593379
93.058511 0.000500 437.593391
93.062511 0.000504 437.593404
93.066511 0.000507 437.593417
93.070511 0.000510 437.593429
93.074511 0.000512 437.593442
93.078511 0.000515 437.593455
93.082511 0.000517 437.593468
93.086511 0.000519 437.593481
93.090511 0.000521 437.593494
93.094510 0.000523 437.593507
93.098510 0.000523 437.593520
93.102510 0.000524 437.593533
93.106510 0.000525 437.593546
93.110510 0.000525 437.593559
93.114510 0.000526 437.593573
93.118510 0.000526 437.593586
93.122510 0.000526 437.593599
93.126510 0.000526 437.593612
93.130510 0.000525 437.593626
93.134510 0.000525 437.593639
93.138510 0.000526 437.593652
93.142510 0.000525 437.593665
93.146510 0.000524 437.593678
93.150510 0.000523 437.593692
93.154510 0.000522 437.593705
93.158509 0.000520 437.593718
93.162509 0.000518 437.593731
93.166509 0.000518 437.593744
93.170509 0.000517 437.593757
93.174509 0.000516 437.593770
93.178509 0.000514 437.593783
93.182509 0.000512 437.593796
93.186509 0.000510 437.593809
93.190509 0.000508 437.593822
93.194509 0.000505 437.593834
93.198509 0.000502 437.593847
93.202509 0.000500 437.593860
93.206509 0.000496 437.593872
93.210509 0.000493 437.593885
93.214509 0.000489 437.593897
93.218509 0.000486 437.593910
93.222508 0.000482 437.593922
93.226508 0.000478 437.593934
93.230508 0.000474 437.593946
93.234508 0.000471 437.593958
93.238508 0.000467 437.593970
93.242508 0.000463 437.593982
93.246508 0.000460 437.593994
93.250508 0.000456 437.594005
93.254508 0.000451 437.594017
93.258508 0.000447 437.594028
93.262508 0.000443 437.594039
93.266508 0.000439 437.594050
93.270508 0.000435 437.594062
93.274508 0.000431 437.594073
93.278508 0.000426 437.594083
93.282507 0.000421 437.594094
93.286507 0.000417 437.594105
93.290507 0.000412 437.594115
93.294507 0.000408 437.594126
93.298507 0.000404 437.594136
93.302507 0.000400 437.594146
93.306507 0.000395 437.594156
93.310507 0.000391 437.594166
93.314507 0.000386 437.594176
93.318507 0.000381 437.594186
93.322507 0.000377 437.594196
93.326507 0.000373 437.594205
93.330507 0.000369 437.594215
93.334507 0.000364 437.594224
93.338507 0.000360 437.594233
93.342507 0.000355 437.594242
93.346506 0.000351 437.594251
93.350506 0.000347 437.594260
93.354506 0.000343 437.594269
93.358506 0.000339 437.594278
93.362506 0.000335 437.594286
93.366506 0.000331 437.594295
93.370506 0.000327 437.594303
93.374506 0.000323 437.594311
93.378506 0.000319 437.594319
93.382506 0.000315 437.594327
93.386506 0.000311 437.594335
93.390506 0.000307 437.594343
93.394506 0.000303 437.594351
93.398506 0.000300 437.594359
93.402506 0.000296 437.594366
93.406505 0.000293 437.594374
93.410505 0.000290 437.594381
93.414505 0.000286 437.594389
93.418505 0.000283 437.594396
93.422505 0.000279 437.594403
93.426505 0.000276 437.594410
93.430505 0.000272 437.594417
93.434505 0.000268 437.594424
93.438505 0.000265 437.594431
93.442505 0.000262 437.594437
93.446505 0.000258 437.594444
93.450505 0.000255 437.594450
93.454505 0.000252 437.594457
93.458505 0.000249 437.594463
93.462505 0.000246 437.594470
93.466505 0.000243 437.594476
93.470504 0.000241 437.594482
93.474504 0.000239 437.594488
93.478504 0.000236 437.594494
93.482504 0.000234 437.594500
93.486504 0.000231 437.594506
93.490504 0.000228 437.594512
93.494504 0.000225 437.594518
93.498504 0.000223 437.594523
93.502504 0.000220 437.594529
93.506504 0.000218 437.594534
93.510504 0.000216 437.594540
93.514504 0.000214 437.594545
93.518504 0.000211 437.594551
93.522504 0.000209 437.594556
93.526504 0.000207 437.594561
93.530504 0.000204 437.594567
93.534503 0.000202 437.594572
93.538503 0.000200 437.594577
93.542503 0.000198 437.594582
93.546503 0.000196 437.594587
93.550503 0.000194 437.594592
93.554503 0.000192 437.594597
93.558503 0.000190 437.594602
93.562503 0.000189 437.594606
93.566503 0.000187 437.594611
93.570503 0.000186 437.594616
93.574503 0.000184 437.594621
93.578503 0.000182 437.594625
93.582503 0.000181 437.594630
93.586503 0.000179 437.594634
93.590503 0.000178 437.594639
93.594502 0.000176 437.594643
93.598502 0.000174 437.594648
93.602502 0.000173 437.594652
93.606502 0.000171 437.594657
93.610502 0.000170 437.594661
93.614502 0.000169 437.594665
93.618502 0.000167 437.594670
93.622502 0.000166 437.594674
93.626502 0.000164 437.594678
93.630502 0.000163 437.594682
93.634502 0.000161 437.594686
93.638502 0.000160 437.594690
93.642502 0.000158 437.594694
93.646502 0.000157 437.594698
93.650502 0.000156 437.594702
93.654502 0.000154 437.594706
93.658501 0.000153 437.594710
93.662501 0.000152 437.594714
93.666501 0.000150 437.594718
93.670501 0.000149 437.594722
93.674501 0.000147 437.594725
93.678501 0.000146 437.594729
93.682501 0.000145 437.594733
93.686501 0.000143 437.594736
93.690501 0.000142 437.594740
93.694501 0.000141 437.594744
93.698501 0.000140 437.594747
93.702501 0.000138 437.594751
93.706501 0.000137 437.594754
93.710501 0.000136 437.594758
93.714501 0.000134 437.594761
93.718501 0.000133 437.594764
93.722500 0.000132 437.594768
93.726500 0.000130 437.594771
93.730500 0.000129 437.594774
93.734500 0.000128 437.594778
93.738500 0.000127 437.594781
93.742500 0.000126 437.594784
93.746500 0.000125 437.594787
93.750500 0.000124 437.594790
93.754500 0.000123 437.594794
93.758500 0.000122 437.594797
93.762500 0.000120 437.594800
93.766500 0.000119 437.594803
93.770500 0.000118 437.594806
93.774500 0.000117 437.594809
93.778500 0.000116 437.594812
93.782499 0.000115 437.594815
93.786499 0.000114 437.594818
93.790499 0.000113 437.594820
93.794499 0.000112 437.594823
93.798499 0.000112 437.594826
93.802499 0.000111 437.594829
93.806499 0.000110 437.594832
93.810499 0.000109 437.594835
93.814499 0.000108 437.594837
93.818499 0.000107 437.594840
93.822499 0.000106 437.594843
93.826499 0.000105 437.594845
93.830499 0.000105 437.594848
93.834499 0.000104 437.594851
93.838499 0.000103 437.594853
93.842499 0.000102 437.594856
93.846498 0.000101 437.594858
93.850498 0.000100 437.594861
93.854498 0.000100 437.594864
93.858498 0.000099 437.594866
93.862498 0.000098 437.594869
93.866498 0.000098 437.594871
93.870498 0.000097 437.594873
93.874498 0.000096 437.594876
93.878498 0.000096 437.594878
93.882498 0.000095 437.594881
93.886498 0.000094 437.594883
93.890498 0.000093 437.594886
93.894498 0.000093 437.594888
93.898498 0.000092 437.594890
93.902498 0.000091 437.594893
93.906497 0.000091 437.594895
93.910497 0.000090 437.594897
93.914497 0.000089 437.594899
93.918497 0.000088 437.594902
93.922497 0.000088 437.594904
93.926497 0.000087 437.594906
93.930497 0.000086 437.594908
93.934497 0.000086 437.594911
93.938497 0.000085 437.594913
93.942497 0.000084 437.594915
93.946497 0.000083 437.594917
93.950497 0.000083 437.594919
93.954497 0.000082 437.594921
93.958497 0.000081 437.594923
93.962497 0.000080 437.594925
93.966497 0.000080 437.594927
93.970496 0.000079 437.594929
93.974496 0.000078 437.594931
93.978496 0.000078 437.594933
93.982496 0.000077 437.594935
93.986496 0.000076 437.594937
93.990496 0.000076 437.594939
93.994496 0.000075 437.594941
93.998496 0.000074 437.594943
94.002496 0.000074 437.594945
94.006496 0.000073 437.594947
94.010496 0.000073 437.594948
94.014496 0.000072 437.594950
94.018496 0.000072 437.594952
94.022496 0.000071 437.594954
94.026496 0.000070 437.594956
94.030496 0.000070 437.594957
94.034495 0.000069 437.594959
94.038495 0.000069 437.594961
94.042495 0.000068 437.594963
94.046495 0.000067 437.594964
94.050495 0.000067 437.594966
94.054495 0.000066 437.594968
94.058495 0.000065 437.594970
94.062495 0.000065 437.594971
94.066495 0.000064 437.594973
94.070495 0.000064 437.594974
94.074495 0.000063 437.594976
94.078495 0.000063 437.594978
94.082495 0.000062 437.594979
94.086495 0.000062 437.594981
94.090495 0.000061 437.594982
94.094494 0.000061 437.594984
94.098494 0.000060 437.594985
94.102494 0.000060 437.594987
94.106494 0.000059 437.594988
94.110494 0.000059 437.594990
94.114494 0.000058 437.594991
94.118494 0.000058 437.594993
94.122494 0.000057 437.594994
94.126494 0.000057 437.594996
94.130494 0.000056 437.594997
94.134494 0.000056 437.594999
94.138494 0.000055 437.595000
94.142494 0.000055 437.595001
94.146494 0.000055 437.595003
94.150494 0.000054 437.595004
94.154494 0.000054 437.595006
94.158493 0.000053 437.595007
94.162493 0.000053 437.595008
94.166493 0.000052 437.595010
94.170493 0.000052 437.595011
94.174493 0.000052 437.595012
94.178493 0.000051 437.595014
94.182493 0.000051 437.595015
94.186493 0.000050 437.595016
94.190493 0.000050 437.595017
94.194493 0.000049 437.595019
94.198493 0.000049 437.595020
94.202493 0.000049 437.595021
94.206493 0.000048 437.595022
94.210493 0.000048 437.595024
94.214493 0.000047 437.595025
94.218493 0.000047 437.595026
94.222492 0.000047 437.595027
94.226492 0.000046 437.595028
94.230492 0.000046 437.595029
94.234492 0.000045 437.595031
94.238492 0.000045 437.595032
94.242492 0.000045 437.595033
94.246492 0.000044 437.595034
94.250492 0.000044 437.595035
94.254492 0.000044 437.595036
94.258492 0.000043 437.595037
94.262492 0.000043 437.595038
94.266492 0.000043 437.595040
94.270492 0.000042 437.595041
94.274492 0.000042 437.595042
94.278492 0.000041 437.595043
94.282491 0.000041 437.595044
94.286491 0.000041 437.595045
94.290491 0.000040 437.595046
94.294491 0.000040 437.595047
94.298491 0.000040 437.595048
94.302491 0.000039 437.595049
94.306491 0.000039 437.595050
94.310491 0.000038 437.595051
94.314491 0.000038 437.595052
94.318491 0.000038 437.595053
94.322491 0.000037 437.595054
94.326491 0.000037 437.595055
94.330491 0.000037 437.595056
94.334491 0.000037 437.595057
94.338491 0.000036 437.595057
94.342491 0.000036 437.595058
94.346490 0.000036 437.595059
94.350490 0.000035 437.595060
94.354490 0.000035 437.595061
94.358490 0.000035 437.595062
94.362490 0.000034 437.595063
94.366490 0.000034 437.595064
94.370490 0.000034 437.595065
94.374490 0.000033 437.595065
94.378490 0.000033 437.595066
94.382490 0.000033 437.595067
94.386490 0.000032 437.595068
94.390490 0.000032 437.595069
94.394490 0.000032 437.595070
94.398490 0.000032 437.595070
94.402490 0.000031 437.595071
94.406489 0.000031 437.595072
94.410489 0.000031 437.595073
94.414489 0.000031 437.595073
94.418489 0.000030 437.595074
94.422489 0.000030 437.595075
94.426489 0.000030 437.595076
94.430489 0.000029 437.595077
94.434489 0.000029 437.595077
94.438489 0.000029 437.595078
94.442489 0.000029 437.595079
94.446489 0.000028 437.595079
94.450489 0.000028 437.595080
94.454489 0.000028 437.595081
94.458489 0.000028 437.595082
94.462489 0.000027 437.595082
94.466489 0.000027 437.595083
94.470488 0.000027 437.595084
94.474488 0.000027 437.595084
94.478488 0.000026 437.595085
94.482488 0.000026 437.595086
94.486488 0.000026 437.595086
94.490488 0.000026 437.595087
94.494488 0.000026 437.595088
94.498488 0.000025 437.595088
94.502488 0.000025 437.595089
94.506488 0.000025 437.595090
94.510488 0.000025 437.595090
94.514488 0.000024 437.595091
94.518488 0.000024 437.595091
94.522488 0.000024 437.595092
94.526488 0.000024 437.595093
94.530488 0.000024 437.595093
94.534487 0.000023 437.595094
94.538487 0.000023 437.595094
94.542487 0.000023 437.595095
94.546487 0.000023 437.595096
94.550487 0.000023 437.595096
94.554487 0.000023 437.595097
94.558487 0.000022 437.595097
94.562487 0.000022 437.595098
94.566487 0.000022 437.595098
94.570487 0.000022 437.595099
94.574487 0.000022 437.595100
94.578487 0.000021 437.595100
94.582487 0.000021 437.595101
94.586487 0.000021 437.595101
94.590487 0.000021 437.595102
94.594486 0.000021 437.595102
94.598486 0.000021 437.595103
94.602486 0.000020 437.595103
94.606486 0.000020 437.595104
94.610486 0.000020 437.595104
94.614486 0.000020 437.595105
94.618486 0.000020 437.595105
94.622486 0.000020 437.595106
94.626486 0.000019 437.595106
94.630486 0.000019 437.595107
94.634486 0.000019 437.595107
94.638486 0.000019 437.595108
94.642486 0.000019 437.595108
94.646486 0.000019 437.595109
94.650486 0.000018 437.595109
94.654486 0.000018 437.595110
94.658485 0.000018 437.595110
94.662485 0.000018 437.595111
94.666485 0.000018 437.595111
94.670485 0.000018 437.595111
94.674485 0.000017 437.595112
94.678485 0.000017 437.595112
94.682485 0.000017 437.595113
94.686485 0.000017 437.595113
94.690485 0.000017 437.595114
94.694485 0.000017 437.595114
94.698485 0.000017 437.595114
94.702485 0.000016 437.595115
94.706485 0.000016 437.595115
94.710485 0.000016 437.595116
94.714485 0.000016 437.595116
94.718485 0.000016 437.595117
94.722484 0.000016 437.595117
94.726484 0.000016 437.595117
94.730484 0.000015 437.595118
94.734484 0.000015 437.595118
94.738484 0.000015 437.595118
94.742484 0.000015 437.595119
94.746484 0.000015 437.595119
94.750484 0.000015 437.595120
94.754484 0.000015 437.595120
94.758484 0.000014 437.595120
