Frequency (THz), Spectral Heat Capacity (J/Kg/K/THz), Cumulative Heat Capacity (J/Kg/K)
9.227852400000000443e+01,3.300000000000000253e-05,4.375927060000000210e+02
9.228252299999999764e+01,3.300000000000000253e-05,4.375927070000000185e+02
9.228652300000000253e+01,3.300000000000000253e-05,4.375927070000000185e+02
9.229052299999999320e+01,3.300000000000000253e-05,4.375927080000000160e+02
9.229452299999999809e+01,3.300000000000000253e-05,4.375927090000000135e+02
9.229852300000000298e+01,3.300000000000000253e-05,4.375927100000000110e+02
9.230252299999999366e+01,3.399999999999999973e-05,4.375927110000000084e+02
9.230652299999999855e+01,3.399999999999999973e-05,4.375927120000000059e+02
9.231052300000000344e+01,3.399999999999999973e-05,4.375927120000000059e+02
9.231452299999999411e+01,3.399999999999999973e-05,4.375927130000000034e+02
9.231852299999999900e+01,3.399999999999999973e-05,4.375927140000000009e+02
9.232252300000000389e+01,3.399999999999999973e-05,4.375927149999999983e+02
9.232652299999999457e+01,3.499999999999999693e-05,4.375927159999999958e+02
9.233052299999999946e+01,3.499999999999999693e-05,4.375927169999999933e+02
9.233452300000000434e+01,3.499999999999999693e-05,4.375927179999999908e+02
9.233852299999999502e+01,3.499999999999999693e-05,4.375927189999999882e+02
9.234252299999999991e+01,3.499999999999999693e-05,4.375927189999999882e+02
9.234652199999999311e+01,3.600000000000000091e-05,4.375927199999999857e+02
9.235052199999999800e+01,3.600000000000000091e-05,4.375927209999999832e+02
9.235452200000000289e+01,3.600000000000000091e-05,4.375927219999999807e+02
9.235852199999999357e+01,3.600000000000000091e-05,4.375927229999999781e+02
9.236252199999999846e+01,3.600000000000000091e-05,4.375927239999999756e+02
9.236652200000000335e+01,3.699999999999999811e-05,4.375927249999999731e+02
9.237052199999999402e+01,3.699999999999999811e-05,4.375927260000000274e+02
9.237452199999999891e+01,3.699999999999999811e-05,4.375927270000000249e+02
9.237852200000000380e+01,3.699999999999999811e-05,4.375927280000000223e+02
9.238252199999999448e+01,3.699999999999999811e-05,4.375927290000000198e+02
9.238652199999999937e+01,3.800000000000000209e-05,4.375927290000000198e+02
9.239052200000000425e+01,3.800000000000000209e-05,4.375927300000000173e+02
9.239452199999999493e+01,3.800000000000000209e-05,4.375927310000000148e+02
9.239852199999999982e+01,3.800000000000000209e-05,4.375927320000000122e+02
9.240252200000000471e+01,3.899999999999999929e-05,4.375927330000000097e+02
9.240652099999999791e+01,3.899999999999999929e-05,4.375927340000000072e+02
9.241052100000000280e+01,3.899999999999999929e-05,4.375927350000000047e+02
9.241452099999999348e+01,3.899999999999999929e-05,4.375927360000000022e+02
9.241852099999999837e+01,4.000000000000000327e-05,4.375927369999999996e+02
9.242252100000000326e+01,4.000000000000000327e-05,4.375927379999999971e+02
9.242652099999999393e+01,4.000000000000000327e-05,4.375927389999999946e+02
9.243052099999999882e+01,4.100000000000000047e-05,4.375927399999999921e+02
9.243452100000000371e+01,4.100000000000000047e-05,4.375927409999999895e+02
9.243852099999999439e+01,4.100000000000000047e-05,4.375927419999999870e+02
9.244252099999999928e+01,4.199999999999999768e-05,4.375927429999999845e+02
9.244652100000000416e+01,4.199999999999999768e-05,4.375927439999999820e+02
9.245052099999999484e+01,4.199999999999999768e-05,4.375927449999999794e+02
9.245452099999999973e+01,4.199999999999999768e-05,4.375927459999999769e+02
9.245852100000000462e+01,4.300000000000000165e-05,4.375927469999999744e+02
9.246252099999999530e+01,4.300000000000000165e-05,4.375927490000000262e+02
9.246652100000000019e+01,4.300000000000000165e-05,4.375927500000000236e+02
9.247051999999999339e+01,4.399999999999999886e-05,4.375927510000000211e+02
9.247451999999999828e+01,4.399999999999999886e-05,4.375927520000000186e+02
9.247852000000000317e+01,4.399999999999999886e-05,4.375927530000000161e+02
9.248251999999999384e+01,4.500000000000000283e-05,4.375927540000000135e+02
9.248651999999999873e+01,4.500000000000000283e-05,4.375927550000000110e+02
9.249052000000000362e+01,4.500000000000000283e-05,4.375927560000000085e+02
9.249451999999999430e+01,4.600000000000000004e-05,4.375927570000000060e+02
9.249851999999999919e+01,4.600000000000000004e-05,4.375927590000000009e+02
9.250252000000000407e+01,4.699999999999999724e-05,4.375927599999999984e+02
9.250651999999999475e+01,4.699999999999999724e-05,4.375927609999999959e+02
9.251051999999999964e+01,4.699999999999999724e-05,4.375927619999999933e+02
9.251452000000000453e+01,4.800000000000000122e-05,4.375927629999999908e+02
9.251851999999999521e+01,4.800000000000000122e-05,4.375927639999999883e+02
9.252252000000000010e+01,4.899999999999999842e-05,4.375927659999999833e+02
9.252652000000000498e+01,4.899999999999999842e-05,4.375927669999999807e+02
9.253051999999999566e+01,5.000000000000000240e-05,4.375927679999999782e+02
9.253451900000000308e+01,5.000000000000000240e-05,4.375927689999999757e+02
9.253851899999999375e+01,5.099999999999999960e-05,4.375927710000000275e+02
9.254251899999999864e+01,5.099999999999999960e-05,4.375927720000000249e+02
9.254651900000000353e+01,5.199999999999999680e-05,4.375927730000000224e+02
9.255051899999999421e+01,5.199999999999999680e-05,4.375927740000000199e+02
9.255451899999999910e+01,5.300000000000000078e-05,4.375927760000000148e+02
9.255851900000000398e+01,5.300000000000000078e-05,4.375927770000000123e+02
9.256251899999999466e+01,5.399999999999999798e-05,4.375927780000000098e+02
9.256651899999999955e+01,5.399999999999999798e-05,4.375927800000000047e+02
9.257051900000000444e+01,5.500000000000000196e-05,4.375927810000000022e+02
9.257451899999999512e+01,5.599999999999999916e-05,4.375927819999999997e+02
9.257851900000000001e+01,5.599999999999999916e-05,4.375927839999999946e+02
9.258251900000000489e+01,5.700000000000000314e-05,4.375927849999999921e+02
9.258651899999999557e+01,5.800000000000000034e-05,4.375927869999999871e+02
9.259051900000000046e+01,5.800000000000000034e-05,4.375927879999999845e+02
9.259451799999999366e+01,5.899999999999999754e-05,4.375927899999999795e+02
9.259851799999999855e+01,6.000000000000000152e-05,4.375927909999999770e+02
9.260251800000000344e+01,6.000000000000000152e-05,4.375927929999999719e+02
9.260651799999999412e+01,6.099999999999999872e-05,4.375927940000000262e+02
9.261051799999999901e+01,6.200000000000000270e-05,4.375927960000000212e+02
9.261451800000000389e+01,6.299999999999999990e-05,4.375927970000000187e+02
9.261851799999999457e+01,6.299999999999999990e-05,4.375927990000000136e+02
9.262251799999999946e+01,6.399999999999999710e-05,4.375928000000000111e+02
9.262651800000000435e+01,6.499999999999999431e-05,4.375928020000000060e+02
9.263051799999999503e+01,6.600000000000000506e-05,4.375928030000000035e+02
9.263451799999999992e+01,6.700000000000000226e-05,4.375928049999999985e+02
9.263851800000000480e+01,6.799999999999999946e-05,4.375928069999999934e+02
9.264251799999999548e+01,6.899999999999999667e-05,4.375928079999999909e+02
9.264651800000000037e+01,6.999999999999999387e-05,4.375928099999999858e+02
9.265051800000000526e+01,7.100000000000000462e-05,4.375928119999999808e+02
9.265451799999999594e+01,7.200000000000000182e-05,4.375928139999999757e+02
9.265851700000000335e+01,7.299999999999999903e-05,4.375928160000000275e+02
9.266251699999999403e+01,7.399999999999999623e-05,4.375928170000000250e+02
9.266651699999999892e+01,7.499999999999999343e-05,4.375928190000000200e+02
9.267051700000000380e+01,7.600000000000000418e-05,4.375928210000000149e+02
9.267451699999999448e+01,7.700000000000000139e-05,4.375928230000000099e+02
9.267851699999999937e+01,7.899999999999999579e-05,4.375928250000000048e+02
9.268251700000000426e+01,8.000000000000000654e-05,4.375928269999999998e+02
9.268651699999999494e+01,8.100000000000000375e-05,4.375928289999999947e+02
9.269051699999999983e+01,8.200000000000000095e-05,4.375928309999999897e+02
9.269451700000000471e+01,8.399999999999999535e-05,4.375928329999999846e+02
9.269851699999999539e+01,8.500000000000000611e-05,4.375928349999999796e+02
9.270251700000000028e+01,8.600000000000000331e-05,4.375928369999999745e+02
9.270651700000000517e+01,8.700000000000000051e-05,4.375928390000000263e+02
9.271051699999999585e+01,8.899999999999999491e-05,4.375928410000000213e+02
9.271451700000000073e+01,9.000000000000000567e-05,4.375928440000000137e+02
9.271851700000000562e+01,9.100000000000000287e-05,4.375928460000000086e+02
9.272251599999999883e+01,9.299999999999999727e-05,4.375928480000000036e+02
9.272651600000000371e+01,9.500000000000000523e-05,4.375928499999999985e+02
9.273051599999999439e+01,9.600000000000000243e-05,4.375928529999999910e+02
9.273451599999999928e+01,9.799999999999999684e-05,4.375928549999999859e+02
9.273851600000000417e+01,1.000000000000000048e-04,4.375928579999999783e+02
9.274251599999999485e+01,1.019999999999999992e-04,4.375928599999999733e+02
9.274651599999999974e+01,1.039999999999999936e-04,4.375928630000000226e+02
9.275051600000000462e+01,1.060000000000000016e-04,4.375928650000000175e+02
9.275451599999999530e+01,1.079999999999999960e-04,4.375928680000000099e+02
9.275851600000000019e+01,1.100000000000000039e-04,4.375928710000000024e+02
9.276251600000000508e+01,1.119999999999999983e-04,4.375928729999999973e+02
9.276651599999999576e+01,1.140000000000000063e-04,4.375928759999999897e+02
9.277051600000000064e+01,1.160000000000000007e-04,4.375928789999999822e+02
9.277451600000000553e+01,1.179999999999999951e-04,4.375928819999999746e+02
9.277851599999999621e+01,1.200000000000000030e-04,4.375928850000000239e+02
9.278251500000000362e+01,1.219999999999999974e-04,4.375928880000000163e+02
9.278651499999999430e+01,1.250000000000000026e-04,4.375928910000000087e+02
9.279051499999999919e+01,1.279999999999999942e-04,4.375928940000000011e+02
9.279451500000000408e+01,1.299999999999999886e-04,4.375928969999999936e+02
9.279851499999999476e+01,1.330000000000000073e-04,4.375928999999999860e+02
9.280251499999999965e+01,1.359999999999999989e-04,4.375929039999999759e+02
9.280651500000000453e+01,1.389999999999999905e-04,4.375929070000000252e+02
9.281051499999999521e+01,1.420000000000000092e-04,4.375929110000000151e+02
9.281451500000000010e+01,1.450000000000000009e-04,4.375929140000000075e+02
9.281851500000000499e+01,1.479999999999999925e-04,4.375929179999999974e+02
9.282251499999999567e+01,1.510000000000000112e-04,4.375929209999999898e+02
9.282651500000000055e+01,1.550000000000000000e-04,4.375929249999999797e+02
9.283051500000000544e+01,1.579999999999999916e-04,4.375929290000000265e+02
9.283451499999999612e+01,1.620000000000000075e-04,4.375929330000000164e+02
9.283851500000000101e+01,1.659999999999999963e-04,4.375929370000000063e+02
9.284251500000000590e+01,1.700000000000000122e-04,4.375929409999999962e+02
9.284651399999999910e+01,1.749999999999999982e-04,4.375929449999999861e+02
9.285051400000000399e+01,1.789999999999999870e-04,4.375929499999999734e+02
9.285451399999999467e+01,1.840000000000000001e-04,4.375929540000000202e+02
9.285851399999999956e+01,1.890000000000000133e-04,4.375929590000000076e+02
9.286251400000000444e+01,1.930000000000000021e-04,4.375929629999999975e+02
9.286651399999999512e+01,1.979999999999999881e-04,4.375929679999999848e+02
9.287051400000000001e+01,2.030000000000000012e-04,4.375929729999999722e+02
9.287451400000000490e+01,2.090000000000000115e-04,4.375929780000000164e+02
9.287851399999999558e+01,2.149999999999999947e-04,4.375929830000000038e+02
9.288251400000000046e+01,2.200000000000000078e-04,4.375929889999999887e+02
9.288651400000000535e+01,2.249999999999999938e-04,4.375929939999999760e+02
9.289051399999999603e+01,2.320000000000000014e-04,4.375930000000000177e+02
9.289451400000000092e+01,2.369999999999999874e-04,4.375930050000000051e+02
9.289851400000000581e+01,2.439999999999999949e-04,4.375930109999999900e+02
9.290251399999999649e+01,2.500000000000000052e-04,4.375930169999999748e+02
9.290651300000000390e+01,2.570000000000000127e-04,4.375930230000000165e+02
9.291051299999999458e+01,2.640000000000000202e-04,4.375930299999999988e+02
9.291451299999999947e+01,2.709999999999999735e-04,4.375930359999999837e+02
9.291851300000000435e+01,2.770000000000000110e-04,4.375930430000000229e+02
9.292251299999999503e+01,2.840000000000000185e-04,4.375930500000000052e+02
9.292651299999999992e+01,2.919999999999999961e-04,4.375930569999999875e+02
9.293051300000000481e+01,2.999999999999999737e-04,4.375930640000000267e+02
9.293451299999999549e+01,3.080000000000000055e-04,4.375930720000000065e+02
9.293851300000000037e+01,3.150000000000000131e-04,4.375930789999999888e+02
9.294251300000000526e+01,3.229999999999999907e-04,4.375930870000000255e+02
9.294651299999999594e+01,3.310000000000000225e-04,4.375930950000000053e+02
9.295051300000000083e+01,3.390000000000000001e-04,4.375931029999999851e+02
9.295451300000000572e+01,3.469999999999999777e-04,4.375931120000000192e+02
9.295851299999999640e+01,3.550000000000000096e-04,4.375931199999999990e+02
9.296251300000000128e+01,3.620000000000000171e-04,4.375931289999999763e+02
9.296651300000000617e+01,3.699999999999999947e-04,4.375931380000000104e+02
9.297051199999999938e+01,3.780000000000000265e-04,4.375931479999999851e+02
9.297451200000000426e+01,3.849999999999999798e-04,4.375931570000000193e+02
9.297851199999999494e+01,3.930000000000000117e-04,4.375931669999999940e+02
9.298251199999999983e+01,4.000000000000000192e-04,4.375931760000000281e+02
9.298651200000000472e+01,4.070000000000000267e-04,4.375931860000000029e+02
9.299051199999999540e+01,4.139999999999999800e-04,4.375931959999999776e+02
9.299451200000000028e+01,4.200000000000000174e-04,4.375932070000000067e+02
9.299851200000000517e+01,4.270000000000000249e-04,4.375932169999999815e+02
9.300251199999999585e+01,4.330000000000000081e-04,4.375932280000000105e+02
9.300651200000000074e+01,4.389999999999999914e-04,4.375932389999999828e+02
9.301051200000000563e+01,4.449999999999999746e-04,4.375932500000000118e+02
9.301451199999999631e+01,4.499999999999999877e-04,4.375932609999999841e+02
9.301851200000000119e+01,4.560000000000000251e-04,4.375932720000000131e+02
9.302251200000000608e+01,4.609999999999999840e-04,4.375932829999999853e+02
9.302651199999999676e+01,4.670000000000000214e-04,4.375932950000000119e+02
9.303051200000000165e+01,4.719999999999999803e-04,4.375933069999999816e+02
9.303451099999999485e+01,4.769999999999999934e-04,4.375933180000000107e+02
9.303851099999999974e+01,4.809999999999999823e-04,4.375933299999999804e+02
9.304251100000000463e+01,4.850000000000000253e-04,4.375933420000000069e+02
9.304651099999999531e+01,4.889999999999999599e-04,4.375933539999999766e+02
9.305051100000000019e+01,4.929999999999999487e-04,4.375933670000000006e+02
9.305451100000000508e+01,4.970000000000000459e-04,4.375933790000000272e+02
9.305851099999999576e+01,5.000000000000000104e-04,4.375933909999999969e+02
9.306251100000000065e+01,5.039999999999999992e-04,4.375934040000000209e+02
9.306651100000000554e+01,5.069999999999999637e-04,4.375934169999999881e+02
9.307051099999999622e+01,5.100000000000000366e-04,4.375934290000000146e+02
9.307451100000000110e+01,5.119999999999999768e-04,4.375934419999999818e+02
9.307851100000000599e+01,5.150000000000000498e-04,4.375934550000000058e+02
9.308251099999999667e+01,5.169999999999999899e-04,4.375934679999999730e+02
9.308651100000000156e+01,5.190000000000000386e-04,4.375934809999999970e+02
9.309051100000000645e+01,5.209999999999999788e-04,4.375934940000000211e+02
9.309450999999999965e+01,5.230000000000000274e-04,4.375935069999999882e+02
9.309851000000000454e+01,5.230000000000000274e-04,4.375935200000000123e+02
9.310250999999999522e+01,5.240000000000000517e-04,4.375935329999999794e+02
9.310651000000000010e+01,5.249999999999999676e-04,4.375935460000000035e+02
9.311051000000000499e+01,5.249999999999999676e-04,4.375935590000000275e+02
9.311450999999999567e+01,5.259999999999999919e-04,4.375935729999999921e+02
9.311851000000000056e+01,5.259999999999999919e-04,4.375935860000000162e+02
9.312251000000000545e+01,5.259999999999999919e-04,4.375935989999999833e+02
9.312650999999999613e+01,5.259999999999999919e-04,4.375936120000000074e+02
