# T(K) Cv(J/cc.K) Cv(J/kg.K)
180.427204 0.958689 1.294972
180.454351 0.958735 1.295248
180.481497 0.958781 1.295524
180.508644 0.958827 1.295800
180.535791 0.958873 1.296077
180.562938 0.958919 1.296353
180.590084 0.958965 1.296629
180.617231 0.959010 1.296905
180.644378 0.959056 1.297181
180.671525 0.959102 1.297457
180.698671 0.959148 1.297733
180.725818 0.959194 1.298009
180.752965 0.959240 1.298284
180.780111 0.959286 1.298560
180.807258 0.959332 1.298836
180.834405 0.959378 1.299112
180.861552 0.959424 1.299387
180.888698 0.959470 1.299663
180.915845 0.959516 1.299939
180.942992 0.959562 1.300214
180.970139 0.959608 1.300490
180.997285 0.959653 1.300765
181.024432 0.959699 1.301041
181.051579 0.959745 1.301316
181.078726 0.959791 1.301591
181.105872 0.959837 1.301867
181.133019 0.959883 1.302142
181.160166 0.959929 1.302417
181.187312 0.959975 1.302693
181.214459 0.960021 1.302968
181.241606 0.960067 1.303243
181.268753 0.960113 1.303518
181.295899 0.960159 1.303793
181.323046 0.960205 1.304068
181.350193 0.960251 1.304343
181.377340 0.960296 1.304618
181.404486 0.960342 1.304893
181.431633 0.960388 1.305168
181.458780 0.960434 1.305443
181.485927 0.960480 1.305717
181.513073 0.960526 1.305992
181.540220 0.960572 1.306267
181.567367 0.960618 1.306541
181.594514 0.960664 1.306816
181.621660 0.960710 1.307091
181.648807 0.960756 1.307365
181.675954 0.960802 1.307640
181.703100 0.960848 1.307914
181.730247 0.960894 1.308189
181.757394 0.960939 1.308463
181.784541 0.960985 1.308737
181.811687 0.961031 1.309012
181.838834 0.961077 1.309286
181.865981 0.961123 1.309560
181.893128 0.961169 1.309834
181.920274 0.961215 1.310108
181.947421 0.961261 1.310383
181.974568 0.961307 1.310657
182.001715 0.961353 1.310931
182.028861 0.961399 1.311205
182.056008 0.961445 1.311479
182.083155 0.961491 1.311753
182.110301 0.961537 1.312026
182.137448 0.961582 1.312300
182.164595 0.961628 1.312574
182.191742 0.961674 1.312848
182.218888 0.961720 1.313122
182.246035 0.961766 1.313395
182.273182 0.961812 1.313669
182.300329 0.961858 1.313942
182.327475 0.961904 1.314216
182.354622 0.961950 1.314490
182.381769 0.961996 1.314763
182.408916 0.962042 1.315037
182.436062 0.962088 1.315310
182.463209 0.962134 1.315583
182.490356 0.962180 1.315857
182.517503 0.962226 1.316130
182.544649 0.962272 1.316403
182.571796 0.962317 1.316676
182.598943 0.962363 1.316950
182.626089 0.962409 1.317223
182.653236 0.962455 1.317496
182.680383 0.962501 1.317769
182.707530 0.962547 1.318042
182.734676 0.962593 1.318315
182.761823 0.962639 1.318588
182.788970 0.962685 1.318861
182.816117 0.962731 1.319133
182.843263 0.962777 1.319406
182.870410 0.962823 1.319679
182.897557 0.962869 1.319952
182.924704 0.962915 1.320224
182.951850 0.962961 1.320497
182.978997 0.963007 1.320770
183.006144 0.963052 1.321042
183.033290 0.963098 1.321315
183.060437 0.963144 1.321587
183.087584 0.963190 1.321860
183.114731 0.963236 1.322132
183.141877 0.963282 1.322405
183.169024 0.963328 1.322677
183.196171 0.963374 1.322949
183.223318 0.963420 1.323221
183.250464 0.963466 1.323494
183.277611 0.963512 1.323766
183.304758 0.963558 1.324038
183.331905 0.963604 1.324310
183.359051 0.963650 1.324582
183.386198 0.963696 1.324854
183.413345 0.963742 1.325126
183.440491 0.963788 1.325398
183.467638 0.963834 1.325670
183.494785 0.963879 1.325942
183.521932 0.963925 1.326214
183.549078 0.963971 1.326485
183.576225 0.964017 1.326757
183.603372 0.964063 1.327029
183.630519 0.964109 1.327300
183.657665 0.964155 1.327572
183.684812 0.964201 1.327844
183.711959 0.964247 1.328115
183.739106 0.964293 1.328387
183.766252 0.964339 1.328658
183.793399 0.964385 1.328930
183.820546 0.964431 1.329201
183.847693 0.964477 1.329472
183.874839 0.964523 1.329744
183.901986 0.964569 1.330015
183.929133 0.964615 1.330286
183.956279 0.964661 1.330557
183.983426 0.964707 1.330828
184.010573 0.964753 1.331100
184.037720 0.964798 1.331371
184.064866 0.964844 1.331642
184.092013 0.964890 1.331913
184.119160 0.964936 1.332184
184.146307 0.964982 1.332454
184.173453 0.965028 1.332725
184.200600 0.965074 1.332996
184.227747 0.965120 1.333267
184.254894 0.965166 1.333538
184.282040 0.965212 1.333808
184.309187 0.965258 1.334079
184.336334 0.965304 1.334350
184.363480 0.965350 1.334620
184.390627 0.965396 1.334891
184.417774 0.965442 1.335161
184.444921 0.965488 1.335432
184.472067 0.965534 1.335702
184.499214 0.965580 1.335973
184.526361 0.965626 1.336243
184.553508 0.965672 1.336513
184.580654 0.965718 1.336784
184.607801 0.965764 1.337054
184.634948 0.965810 1.337324
184.662095 0.965856 1.337594
184.689241 0.965902 1.337864
184.716388 0.965948 1.338134
184.743535 0.965993 1.338404
184.770682 0.966039 1.338674
184.797828 0.966085 1.338944
184.824975 0.966131 1.339214
184.852122 0.966177 1.339484
184.879268 0.966223 1.339754
184.906415 0.966269 1.340024
184.933562 0.966315 1.340293
184.960709 0.966361 1.340563
184.987855 0.966407 1.340833
185.015002 0.966453 1.341102
185.042149 0.966499 1.341372
185.069296 0.966545 1.341641
185.096442 0.966591 1.341911
185.123589 0.966637 1.342180
185.150736 0.966683 1.342450
185.177883 0.966729 1.342719
185.205029 0.966775 1.342989
185.232176 0.966821 1.343258
185.259323 0.966867 1.343527
185.286469 0.966913 1.343796
185.313616 0.966959 1.344066
185.340763 0.967005 1.344335
185.367910 0.967051 1.344604
185.395056 0.967097 1.344873
185.422203 0.967143 1.345142
185.449350 0.967189 1.345411
185.476497 0.967235 1.345680
185.503643 0.967281 1.345949
185.530790 0.967327 1.346218
185.557937 0.967373 1.346486
185.585084 0.967419 1.346755
185.612230 0.967465 1.347024
185.639377 0.967511 1.347293
185.666524 0.967557 1.347561
185.693671 0.967603 1.347830
185.720817 0.967649 1.348099
185.747964 0.967695 1.348367
185.775111 0.967741 1.348636
185.802257 0.967787 1.348904
185.829404 0.967833 1.349172
185.856551 0.967879 1.349441
185.883698 0.967925 1.349709
185.910844 0.967971 1.349978
185.937991 0.968017 1.350246
185.965138 0.968063 1.350514
185.992285 0.968109 1.350782
186.019431 0.968155 1.351050
186.046578 0.968200 1.351318
186.073725 0.968246 1.351586
186.100872 0.968292 1.351855
186.128018 0.968338 1.352123
186.155165 0.968384 1.352390
186.182312 0.968430 1.352658
186.209458 0.968476 1.352926
186.236605 0.968522 1.353194
186.263752 0.968568 1.353462
186.290899 0.968614 1.353730
186.318045 0.968660 1.353997
186.345192 0.968706 1.354265
186.372339 0.968752 1.354533
186.399486 0.968798 1.354800
186.426632 0.968844 1.355068
186.453779 0.968890 1.355335
186.480926 0.968936 1.355603
186.508073 0.968982 1.355870
186.535219 0.969028 1.356137
186.562366 0.969074 1.356405
186.589513 0.969121 1.356672
186.616660 0.969167 1.356939
186.643806 0.969213 1.357207
186.670953 0.969259 1.357474
186.698100 0.969305 1.357741
186.725246 0.969351 1.358008
186.752393 0.969397 1.358275
186.779540 0.969443 1.358542
186.806687 0.969489 1.358809
186.833833 0.969535 1.359076
186.860980 0.969581 1.359343
186.888127 0.969627 1.359610
186.915274 0.969673 1.359876
186.942420 0.969719 1.360143
186.969567 0.969765 1.360410
186.996714 0.969811 1.360677
187.023861 0.969857 1.360943
187.051007 0.969903 1.361210
187.078154 0.969949 1.361477
187.105301 0.969995 1.361743
187.132447 0.970041 1.362010
187.159594 0.970087 1.362276
187.186741 0.970133 1.362542
187.213888 0.970179 1.362809
187.241034 0.970225 1.363075
187.268181 0.970271 1.363341
187.295328 0.970317 1.363608
187.322475 0.970363 1.363874
187.349621 0.970409 1.364140
187.376768 0.970455 1.364406
187.403915 0.970501 1.364672
187.431062 0.970547 1.364938
187.458208 0.970593 1.365204
187.485355 0.970639 1.365470
187.512502 0.970685 1.365736
187.539649 0.970731 1.366002
187.566795 0.970777 1.366268
187.593942 0.970823 1.366534
187.621089 0.970869 1.366800
187.648235 0.970915 1.367065
187.675382 0.970961 1.367331
187.702529 0.971007 1.367597
187.729676 0.971053 1.367862
187.756822 0.971099 1.368128
187.783969 0.971146 1.368393
187.811116 0.971192 1.368659
187.838263 0.971238 1.368924
187.865409 0.971284 1.369190
187.892556 0.971330 1.369455
187.919703 0.971376 1.369720
187.946850 0.971422 1.369986
187.973996 0.971468 1.370251
188.001143 0.971514 1.370516
188.028290 0.971560 1.370781
188.055436 0.971606 1.371046
188.082583 0.971652 1.371311
188.109730 0.971698 1.371576
188.136877 0.971744 1.371841
188.164023 0.971790 1.372106
188.191170 0.971836 1.372371
188.218317 0.971882 1.372636
188.245464 0.971928 1.372901
188.272610 0.971974 1.373166
188.299757 0.972020 1.373431
188.326904 0.972066 1.373695
188.354051 0.972113 1.373960
188.381197 0.972159 1.374225
188.408344 0.972205 1.374489
188.435491 0.972251 1.374754
188.462638 0.972297 1.375018
188.489784 0.972343 1.375283
188.516931 0.972389 1.375547
188.544078 0.972435 1.375811
188.571224 0.972481 1.376076
188.598371 0.972527 1.376340
188.625518 0.972573 1.376604
188.652665 0.972619 1.376869
188.679811 0.972665 1.377133
188.706958 0.972711 1.377397
188.734105 0.972757 1.377661
188.761252 0.972804 1.377925
188.788398 0.972850 1.378189
188.815545 0.972896 1.378453
188.842692 0.972942 1.378717
188.869839 0.972988 1.378981
188.896985 0.973034 1.379245
188.924132 0.973080 1.379509
188.951279 0.973126 1.379772
188.978425 0.973172 1.380036
189.005572 0.973218 1.380300
189.032719 0.973264 1.380564
189.059866 0.973310 1.380827
189.087012 0.973356 1.381091
189.114159 0.973403 1.381354
189.141306 0.973449 1.381618
189.168453 0.973495 1.381881
189.195599 0.973541 1.382145
189.222746 0.973587 1.382408
189.249893 0.973633 1.382671
189.277040 0.973679 1.382935
189.304186 0.973725 1.383198
189.331333 0.973771 1.383461
189.358480 0.973817 1.383724
189.385627 0.973863 1.383987
189.412773 0.973909 1.384251
189.439920 0.973956 1.384514
189.467067 0.974002 1.384777
189.494213 0.974048 1.385040
189.521360 0.974094 1.385303
189.548507 0.974140 1.385565
189.575654 0.974186 1.385828
189.602800 0.974232 1.386091
189.629947 0.974278 1.386354
189.657094 0.974324 1.386617
189.684241 0.974370 1.386879
189.711387 0.974417 1.387142
189.738534 0.974463 1.387404
189.765681 0.974509 1.387667
189.792828 0.974555 1.387930
189.819974 0.974601 1.388192
189.847121 0.974647 1.388454
189.874268 0.974693 1.388717
189.901414 0.974739 1.388979
189.928561 0.974785 1.389242
189.955708 0.974832 1.389504
189.982855 0.974878 1.389766
190.010001 0.974924 1.390028
190.037148 0.974970 1.390290
190.064295 0.975016 1.390553
190.091442 0.975062 1.390815
190.118588 0.975108 1.391077
190.145735 0.975154 1.391339
190.172882 0.975201 1.391601
190.200029 0.975247 1.391863
190.227175 0.975293 1.392124
190.254322 0.975339 1.392386
190.281469 0.975385 1.392648
190.308616 0.975431 1.392910
190.335762 0.975477 1.393171
190.362909 0.975523 1.393433
190.390056 0.975570 1.393695
190.417202 0.975616 1.393956
190.444349 0.975662 1.394218
190.471496 0.975708 1.394479
190.498643 0.975754 1.394741
190.525789 0.975800 1.395002
190.552936 0.975846 1.395264
190.580083 0.975892 1.395525
190.607230 0.975939 1.395786
190.634376 0.975985 1.396048
190.661523 0.976031 1.396309
190.688670 0.976077 1.396570
190.715817 0.976123 1.396831
190.742963 0.976169 1.397092
190.770110 0.976215 1.397353
190.797257 0.976262 1.397614
190.824403 0.976308 1.397875
190.851550 0.976354 1.398136
190.878697 0.976400 1.398397
190.905844 0.976446 1.398658
190.932990 0.976492 1.398919
190.960137 0.976538 1.399180
190.987284 0.976585 1.399440
191.014431 0.976631 1.399701
191.041577 0.976677 1.399962
191.068724 0.976723 1.400222
191.095871 0.976769 1.400483
191.123018 0.976815 1.400743
191.150164 0.976862 1.401004
191.177311 0.976908 1.401264
191.204458 0.976954 1.401525
191.231605 0.977000 1.401785
191.258751 0.977046 1.402045
191.285898 0.977092 1.402306
191.313045 0.977139 1.402566
191.340191 0.977185 1.402826
191.367338 0.977231 1.403086
191.394485 0.977277 1.403346
191.421632 0.977323 1.403606
191.448778 0.977369 1.403866
191.475925 0.977416 1.404126
191.503072 0.977462 1.404386
191.530219 0.977508 1.404646
191.557365 0.977554 1.404906
191.584512 0.977600 1.405166
191.611659 0.977646 1.405426
191.638806 0.977693 1.405686
191.665952 0.977739 1.405945
191.693099 0.977785 1.406205
191.720246 0.977831 1.406465
191.747392 0.977877 1.406724
191.774539 0.977924 1.406984
191.801686 0.977970 1.407243
191.828833 0.978016 1.407503
191.855979 0.978062 1.407762
191.883126 0.978108 1.408022
191.910273 0.978155 1.408281
191.937420 0.978201 1.408540
191.964566 0.978247 1.408799
191.991713 0.978293 1.409059
192.018860 0.978339 1.409318
192.046007 0.978386 1.409577
192.073153 0.978432 1.409836
192.100300 0.978478 1.410095
192.127447 0.978524 1.410354
192.154594 0.978570 1.410613
192.181740 0.978617 1.410872
192.208887 0.978663 1.411131
192.236034 0.978709 1.411390
192.263180 0.978755 1.411649
192.290327 0.978801 1.411907
192.317474 0.978848 1.412166
192.344621 0.978894 1.412425
192.371767 0.978940 1.412683
192.398914 0.978986 1.412942
192.426061 0.979032 1.413201
192.453208 0.979079 1.413459
192.480354 0.979125 1.413718
192.507501 0.979171 1.413976
192.534648 0.979217 1.414234
192.561795 0.979264 1.414493
192.588941 0.979310 1.414751
192.616088 0.979356 1.415009
192.643235 0.979402 1.415268
192.670381 0.979448 1.415526
192.697528 0.979495 1.415784
192.724675 0.979541 1.416042
192.751822 0.979587 1.416300
192.778968 0.979633 1.416558
192.806115 0.979680 1.416816
192.833262 0.979726 1.417074
192.860409 0.979772 1.417332
192.887555 0.979818 1.417590
192.914702 0.979865 1.417848
192.941849 0.979911 1.418106
192.968996 0.979957 1.418363
192.996142 0.980003 1.418621
193.023289 0.980050 1.418879
193.050436 0.980096 1.419136
193.077583 0.980142 1.419394
193.104729 0.980188 1.419652
193.131876 0.980235 1.419909
193.159023 0.980281 1.420166
193.186169 0.980327 1.420424
193.213316 0.980373 1.420681
193.240463 0.980420 1.420939
193.267610 0.980466 1.421196
193.294756 0.980512 1.421453
193.321903 0.980558 1.421710
193.349050 0.980605 1.421968
193.376197 0.980651 1.422225
193.403343 0.980697 1.422482
193.430490 0.980743 1.422739
193.457637 0.980790 1.422996
193.484784 0.980836 1.423253
193.511930 0.980882 1.423510
193.539077 0.980928 1.423767
193.566224 0.980975 1.424024
193.593370 0.981021 1.424280
193.620517 0.981067 1.424537
193.647664 0.981114 1.424794
193.674811 0.981160 1.425050
193.701957 0.981206 1.425307
193.729104 0.981252 1.425564
193.756251 0.981299 1.425820
193.783398 0.981345 1.426077
193.810544 0.981391 1.426333
193.837691 0.981437 1.426590
193.864838 0.981484 1.426846
193.891985 0.981530 1.427102
193.919131 0.981576 1.427359
193.946278 0.981623 1.427615
193.973425 0.981669 1.427871
194.000572 0.981715 1.428128
194.027718 0.981762 1.428384
194.054865 0.981808 1.428640
194.082012 0.981854 1.428896
194.109158 0.981900 1.429152
194.136305 0.981947 1.429408
194.163452 0.981993 1.429664
194.190599 0.982039 1.429920
194.217745 0.982086 1.430176
194.244892 0.982132 1.430431
194.272039 0.982178 1.430687
194.299186 0.982225 1.430943
194.326332 0.982271 1.431199
194.353479 0.982317 1.431454
194.380626 0.982363 1.431710
194.407773 0.982410 1.431965
194.434919 0.982456 1.432221
194.462066 0.982502 1.432477
194.489213 0.982549 1.432732
194.516359 0.982595 1.432987
194.543506 0.982641 1.433243
194.570653 0.982688 1.433498
194.597800 0.982734 1.433753
194.624946 0.982780 1.434009
194.652093 0.982827 1.434264
194.679240 0.982873 1.434519
194.706387 0.982919 1.434774
194.733533 0.982966 1.435029
194.760680 0.983012 1.435284
194.787827 0.983058 1.435539
194.814974 0.983105 1.435794
194.842120 0.983151 1.436049
194.869267 0.983197 1.436304
194.896414 0.983244 1.436559
194.923561 0.983290 1.436814
194.950707 0.983336 1.437068
194.977854 0.983383 1.437323
195.005001 0.983429 1.437578
195.032147 0.983475 1.437832
195.059294 0.983522 1.438087
195.086441 0.983568 1.438342
195.113588 0.983614 1.438596
195.140734 0.983661 1.438851
195.167881 0.983707 1.439105
195.195028 0.983753 1.439359
195.222175 0.983800 1.439614
195.249321 0.983846 1.439868
195.276468 0.983893 1.440122
195.303615 0.983939 1.440377
195.330762 0.983985 1.440631
195.357908 0.984032 1.440885
195.385055 0.984078 1.441139
195.412202 0.984124 1.441393
195.439348 0.984171 1.441647
195.466495 0.984217 1.441901
195.493642 0.984263 1.442155
195.520789 0.984310 1.442409
195.547935 0.984356 1.442663
195.575082 0.984403 1.442917
195.602229 0.984449 1.443170
195.629376 0.984495 1.443424
195.656522 0.984542 1.443678
195.683669 0.984588 1.443931
195.710816 0.984635 1.444185
195.737963 0.984681 1.444439
195.765109 0.984727 1.444692
195.792256 0.984774 1.444946
195.819403 0.984820 1.445199
195.846550 0.984866 1.445452
195.873696 0.984913 1.445706
195.900843 0.984959 1.445959
195.927990 0.985006 1.446212
195.955136 0.985052 1.446466
195.982283 0.985098 1.446719
196.009430 0.985145 1.446972
196.036577 0.985191 1.447225
196.063723 0.985238 1.447478
196.090870 0.985284 1.447731
196.118017 0.985330 1.447984
196.145164 0.985377 1.448237
196.172310 0.985423 1.448490
196.199457 0.985470 1.448743
196.226604 0.985516 1.448996
196.253751 0.985563 1.449249
196.280897 0.985609 1.449501
196.308044 0.985655 1.449754
196.335191 0.985702 1.450007
196.362337 0.985748 1.450259
196.389484 0.985795 1.450512
196.416631 0.985841 1.450764
196.443778 0.985887 1.451017
196.470924 0.985934 1.451269
196.498071 0.985980 1.451522
196.525218 0.986027 1.451774
196.552365 0.986073 1.452027
196.579511 0.986120 1.452279
196.606658 0.986166 1.452531
196.633805 0.986212 1.452783
196.660952 0.986259 1.453035
196.688098 0.986305 1.453288
196.715245 0.986352 1.453540
196.742392 0.986398 1.453792
196.769539 0.986445 1.454044
196.796685 0.986491 1.454296
196.823832 0.986538 1.454548
196.850979 0.986584 1.454799
196.878125 0.986630 1.455051
196.905272 0.986677 1.455303
196.932419 0.986723 1.455555
196.959566 0.986770 1.455807
196.986712 0.986816 1.456058
197.013859 0.986863 1.456310
197.041006 0.986909 1.456562
197.068153 0.986956 1.456813
197.095299 0.987002 1.457065
197.122446 0.987049 1.457316
197.149593 0.987095 1.457568
197.176740 0.987142 1.457819
197.203886 0.987188 1.458070
197.231033 0.987234 1.458322
197.258180 0.987281 1.458573
197.285326 0.987327 1.458824
197.312473 0.987374 1.459075
197.339620 0.987420 1.459326
197.366767 0.987467 1.459577
197.393913 0.987513 1.459829
197.421060 0.987560 1.460080
197.448207 0.987606 1.460331
197.475354 0.987653 1.460581
197.502500 0.987699 1.460832
197.529647 0.987746 1.461083
197.556794 0.987792 1.461334
197.583941 0.987839 1.461585
197.611087 0.987885 1.461836
197.638234 0.987932 1.462086
197.665381 0.987978 1.462337
197.692528 0.988025 1.462588
197.719674 0.988071 1.462838
197.746821 0.988118 1.463089
197.773968 0.988164 1.463339
197.801114 0.988211 1.463590
197.828261 0.988257 1.463840
197.855408 0.988304 1.464090
197.882555 0.988350 1.464341
197.909701 0.988397 1.464591
197.936848 0.988443 1.464841
197.963995 0.988490 1.465091
197.991142 0.988536 1.465342
198.018288 0.988583 1.465592
198.045435 0.988629 1.465842
198.072582 0.988676 1.466092
198.099729 0.988722 1.466342
198.126875 0.988769 1.466592
198.154022 0.988816 1.466842
198.181169 0.988862 1.467091
198.208315 0.988909 1.467341
198.235462 0.988955 1.467591
198.262609 0.989002 1.467841
198.289756 0.989048 1.468091
198.316902 0.989095 1.468340
198.344049 0.989141 1.468590
198.371196 0.989188 1.468839
198.398343 0.989234 1.469089
198.425489 0.989281 1.469338
198.452636 0.989327 1.469588
198.479783 0.989374 1.469837
198.506930 0.989421 1.470087
198.534076 0.989467 1.470336
198.561223 0.989514 1.470585
198.588370 0.989560 1.470835
198.615517 0.989607 1.471084
198.642663 0.989653 1.471333
198.669810 0.989700 1.471582
198.696957 0.989746 1.471831
198.724103 0.989793 1.472080
198.751250 0.989840 1.472329
198.778397 0.989886 1.472578
198.805544 0.989933 1.472827
198.832690 0.989979 1.473076
198.859837 0.990026 1.473325
198.886984 0.990072 1.473574
198.914131 0.990119 1.473822
198.941277 0.990166 1.474071
198.968424 0.990212 1.474320
198.995571 0.990259 1.474569
199.022718 0.990305 1.474817
199.049864 0.990352 1.475066
199.077011 0.990398 1.475314
199.104158 0.990445 1.475563
199.131304 0.990492 1.475811
199.158451 0.990538 1.476059
199.185598 0.990585 1.476308
199.212745 0.990631 1.476556
199.239891 0.990678 1.476804
199.267038 0.990725 1.477053
199.294185 0.990771 1.477301
199.321332 0.990818 1.477549
199.348478 0.990864 1.477797
199.375625 0.990911 1.478045
199.402772 0.990958 1.478293
199.429919 0.991004 1.478541
199.457065 0.991051 1.478789
199.484212 0.991098 1.479037
199.511359 0.991144 1.479285
199.538506 0.991191 1.479533
199.565652 0.991237 1.479780
199.592799 0.991284 1.480028
199.619946 0.991331 1.480276
199.647092 0.991377 1.480524
199.674239 0.991424 1.480771
199.701386 0.991470 1.481019
199.728533 0.991517 1.481266
199.755679 0.991564 1.481514
199.782826 0.991610 1.481761
199.809973 0.991657 1.482009
199.837120 0.991704 1.482256
199.864266 0.991750 1.482503
199.891413 0.991797 1.482751
199.918560 0.991844 1.482998
199.945707 0.991890 1.483245
199.972853 0.991937 1.483492
200.000000 0.991984 1.483739
201.000000 0.993703 1.492814
205.803804 1.002001 1.535629
210.607608 1.010367 1.577167
215.411411 1.018808 1.617437
220.215215 1.027329 1.656458
225.019019 1.035936 1.694250
229.822823 1.044630 1.730838
234.626627 1.053415 1.766246
239.430430 1.062290 1.800505
244.234234 1.071257 1.833643
249.038038 1.080314 1.865692
253.841842 1.089460 1.896682
258.645646 1.098694 1.926646
263.449449 1.108012 1.955616
268.253253 1.117411 1.983624
273.057057 1.126889 2.010702
277.860861 1.136441 2.036881
282.664665 1.146063 2.062191
287.468468 1.155752 2.086664
292.272272 1.165502 2.110328
297.076076 1.175310 2.133213
301.879880 1.185170 2.155347
306.683684 1.195079 2.176757
311.487487 1.205030 2.197469
316.291291 1.215019 2.217510
321.095095 1.225043 2.236903
325.898899 1.235095 2.255674
330.702703 1.245172 2.273844
335.506507 1.255268 2.291436
340.310310 1.265380 2.308473
345.114114 1.275503 2.324973
349.917918 1.285632 2.340958
354.721722 1.295765 2.356446
359.525526 1.305896 2.371456
364.329329 1.316023 2.386006
369.133133 1.326141 2.400112
373.936937 1.336247 2.413791
378.740741 1.346338 2.427058
383.544545 1.356410 2.439928
388.348348 1.366460 2.452417
393.152152 1.376486 2.464537
397.955956 1.386485 2.476302
402.759760 1.396455 2.487726
407.563564 1.406392 2.498819
412.367367 1.416295 2.509594
417.171171 1.426161 2.520062
421.974975 1.435989 2.530234
426.778779 1.445776 2.540121
431.582583 1.455521 2.549732
436.386386 1.465223 2.559076
441.190190 1.474879 2.568164
445.993994 1.484488 2.577004
450.797798 1.494050 2.585604
455.601602 1.503563 2.593973
460.405405 1.513026 2.602118
465.209209 1.522438 2.610048
470.013013 1.531798 2.617768
474.816817 1.541105 2.625287
479.620621 1.550359 2.632610
484.424424 1.559559 2.639744
489.228228 1.568705 2.646696
494.032032 1.577795 2.653471
498.835836 1.586831 2.660075
503.639640 1.595811 2.666513
508.443443 1.604734 2.672792
513.247247 1.613602 2.678915
518.051051 1.622413 2.684887
522.854855 1.631168 2.690715
527.658659 1.639866 2.696401
532.462462 1.648508 2.701950
537.266266 1.657093 2.707367
542.070070 1.665621 2.712656
546.873874 1.674093 2.717819
551.677678 1.682508 2.722863
556.481481 1.690868 2.727789
561.285285 1.699171 2.732601
566.089089 1.707418 2.737303
570.892893 1.715609 2.741898
575.696697 1.723745 2.746389
580.500501 1.731825 2.750779
585.304304 1.739851 2.755071
590.108108 1.747821 2.759268
594.911912 1.755737 2.763373
599.715716 1.763599 2.767387
604.519520 1.771407 2.771315
609.323323 1.779161 2.775158
614.127127 1.786862 2.778918
618.930931 1.794509 2.782598
623.734735 1.802104 2.786200
628.538539 1.809647 2.789726
633.342342 1.817138 2.793178
638.146146 1.824577 2.796559
642.949950 1.831964 2.799870
647.753754 1.839301 2.803113
652.557558 1.846587 2.806289
657.361361 1.853823 2.809402
662.165165 1.861008 2.812451
666.968969 1.868144 2.815440
671.772773 1.875231 2.818369
676.576577 1.882269 2.821240
681.380380 1.889259 2.824054
686.184184 1.896200 2.826814
690.987988 1.903093 2.829520
695.791792 1.909939 2.832174
700.595596 1.916737 2.834776
705.399399 1.923489 2.837329
710.203203 1.930194 2.839834
715.007007 1.936853 2.842291
719.810811 1.943466 2.844703
724.614615 1.950034 2.847069
729.418418 1.956556 2.849392
734.222222 1.963034 2.851671
739.026026 1.969467 2.853909
743.829830 1.975855 2.856106
748.633634 1.982200 2.858264
753.437437 1.988501 2.860382
758.241241 1.994759 2.862462
763.045045 2.000974 2.864506
767.848849 2.007146 2.866513
772.652653 2.013276 2.868485
777.456456 2.019364 2.870422
782.260260 2.025410 2.872326
787.064064 2.031414 2.874196
791.867868 2.037377 2.876035
796.671672 2.043299 2.877841
801.475475 2.049181 2.879617
806.279279 2.055022 2.881363
811.083083 2.060823 2.883080
815.886887 2.066585 2.884767
820.690691 2.072306 2.886427
825.494494 2.077989 2.888058
830.298298 2.083632 2.889663
835.102102 2.089237 2.891242
839.905906 2.094803 2.892794
844.709710 2.100332 2.894322
849.513514 2.105822 2.895825
854.317317 2.111274 2.897303
859.121121 2.116689 2.898758
863.924925 2.122067 2.900190
868.728729 2.127408 2.901599
873.532533 2.132712 2.902986
878.336336 2.137980 2.904351
883.140140 2.143211 2.905694
887.943944 2.148407 2.907017
892.747748 2.153567 2.908319
897.551552 2.158691 2.909602
902.355355 2.163780 2.910864
907.159159 2.168835 2.912108
911.962963 2.173854 2.913332
916.766767 2.178839 2.914538
921.570571 2.183790 2.915726
926.374374 2.188706 2.916897
931.178178 2.193589 2.918049
935.981982 2.198438 2.919185
940.785786 2.203254 2.920304
945.589590 2.208036 2.921407
950.393393 2.212786 2.922493
955.197197 2.217503 2.923564
960.001001 2.222187 2.924619
964.804805 2.226839 2.925659
969.608609 2.231459 2.926684
974.412412 2.236048 2.927695
979.216216 2.240604 2.928691
984.020020 2.245129 2.929673
988.823824 2.249623 2.930641
993.627628 2.254086 2.931596
998.431431 2.258519 2.932537
1003.235235 2.262920 2.933466
1008.039039 2.267291 2.934381
1012.842843 2.271633 2.935284
1017.646647 2.275944 2.936174
1022.450450 2.280225 2.937053
1027.254254 2.284477 2.937919
1032.058058 2.288700 2.938774
1036.861862 2.292893 2.939617
1041.665666 2.297057 2.940449
1046.469469 2.301193 2.941270
1051.273273 2.305300 2.942080
1056.077077 2.309379 2.942879
1060.880881 2.313430 2.943668
1065.684685 2.317452 2.944446
1070.488488 2.321447 2.945214
1075.292292 2.325415 2.945973
1080.096096 2.329355 2.946721
1084.899900 2.333268 2.947460
1089.703704 2.337153 2.948189
1094.507508 2.341012 2.948909
1099.311311 2.344845 2.949619
1104.115115 2.348651 2.950321
1108.918919 2.352430 2.951014
1113.722723 2.356184 2.951698
1118.526527 2.359912 2.952374
1123.330330 2.363614 2.953041
1128.134134 2.367290 2.953700
1132.937938 2.370942 2.954350
1137.741742 2.374568 2.954993
1142.545546 2.378169 2.955628
1147.349349 2.381745 2.956255
1152.153153 2.385297 2.956874
1156.956957 2.388824 2.957486
1161.760761 2.392327 2.958090
1166.564565 2.395806 2.958687
1171.368368 2.399260 2.959277
1176.172172 2.402692 2.959860
1180.975976 2.406099 2.960436
1185.779780 2.409483 2.961006
