# T(K) Cv(J/cc.K) Cv(J/kg.K)
66.383769 0.677332 0.125341
66.410916 0.677461 0.125492
66.438063 0.677590 0.125643
66.465209 0.677719 0.125795
66.492356 0.677847 0.125947
66.519503 0.677976 0.126098
66.546650 0.678105 0.126250
66.573796 0.678233 0.126402
66.600943 0.678362 0.126554
66.628090 0.678490 0.126707
66.655236 0.678618 0.126859
66.682383 0.678747 0.127011
66.709530 0.678875 0.127164
66.736677 0.679003 0.127317
66.763823 0.679131 0.127469
66.790970 0.679259 0.127622
66.818117 0.679387 0.127775
66.845264 0.679515 0.127928
66.872410 0.679642 0.128082
66.899557 0.679770 0.128235
66.926704 0.679898 0.128389
66.953851 0.680025 0.128542
66.980997 0.680153 0.128696
67.008144 0.680280 0.128850
67.035291 0.680408 0.129004
67.062437 0.680535 0.129158
67.089584 0.680662 0.129312
67.116731 0.680789 0.129466
67.143878 0.680916 0.129621
67.171024 0.681043 0.129775
67.198171 0.681170 0.129930
67.225318 0.681297 0.130084
67.252465 0.681424 0.130239
67.279611 0.681551 0.130394
67.306758 0.681677 0.130549
67.333905 0.681804 0.130704
67.361052 0.681930 0.130860
67.388198 0.682057 0.131015
67.415345 0.682183 0.131171
67.442492 0.682309 0.131326
67.469639 0.682436 0.131482
67.496785 0.682562 0.131638
67.523932 0.682688 0.131794
67.551079 0.682814 0.131950
67.578225 0.682940 0.132106
67.605372 0.683066 0.132262
67.632519 0.683192 0.132419
67.659666 0.683317 0.132575
67.686812 0.683443 0.132732
67.713959 0.683569 0.132889
67.741106 0.683694 0.133046
67.768253 0.683820 0.133203
67.795399 0.683945 0.133360
67.822546 0.684070 0.133517
67.849693 0.684196 0.133674
67.876840 0.684321 0.133832
67.903986 0.684446 0.133989
67.931133 0.684571 0.134147
67.958280 0.684696 0.134305
67.985426 0.684821 0.134463
68.012573 0.684946 0.134621
68.039720 0.685071 0.134779
68.066867 0.685195 0.134937
68.094013 0.685320 0.135096
68.121160 0.685445 0.135254
68.148307 0.685569 0.135413
68.175454 0.685694 0.135571
68.202600 0.685818 0.135730
68.229747 0.685942 0.135889
68.256894 0.686067 0.136048
68.284041 0.686191 0.136207
68.311187 0.686315 0.136367
68.338334 0.686439 0.136526
68.365481 0.686563 0.136685
68.392628 0.686687 0.136845
68.419774 0.686811 0.137005
68.446921 0.686935 0.137165
68.474068 0.687058 0.137325
68.501214 0.687182 0.137485
68.528361 0.687306 0.137645
68.555508 0.687429 0.137805
68.582655 0.687553 0.137966
68.609801 0.687676 0.138126
68.636948 0.687799 0.138287
68.664095 0.687923 0.138447
68.691242 0.688046 0.138608
68.718388 0.688169 0.138769
68.745535 0.688292 0.138930
68.772682 0.688415 0.139092
68.799829 0.688538 0.139253
68.826975 0.688661 0.139414
68.854122 0.688784 0.139576
68.881269 0.688906 0.139738
68.908415 0.689029 0.139899
68.935562 0.689152 0.140061
68.962709 0.689274 0.140223
68.989856 0.689397 0.140385
69.017002 0.689519 0.140548
69.044149 0.689642 0.140710
69.071296 0.689764 0.140872
69.098443 0.689886 0.141035
69.125589 0.690008 0.141198
69.152736 0.690130 0.141360
69.179883 0.690252 0.141523
69.207030 0.690374 0.141686
69.234176 0.690496 0.141850
69.261323 0.690618 0.142013
69.288470 0.690740 0.142176
69.315617 0.690861 0.142340
69.342763 0.690983 0.142503
69.369910 0.691105 0.142667
69.397057 0.691226 0.142831
69.424203 0.691348 0.142995
69.451350 0.691469 0.143159
69.478497 0.691590 0.143323
69.505644 0.691712 0.143487
69.532790 0.691833 0.143652
69.559937 0.691954 0.143816
69.587084 0.692075 0.143981
69.614231 0.692196 0.144146
69.641377 0.692317 0.144310
69.668524 0.692438 0.144475
69.695671 0.692559 0.144640
69.722818 0.692679 0.144806
69.749964 0.692800 0.144971
69.777111 0.692921 0.145136
69.804258 0.693041 0.145302
69.831404 0.693162 0.145468
69.858551 0.693282 0.145633
69.885698 0.693402 0.145799
69.912845 0.693523 0.145965
69.939991 0.693643 0.146131
69.967138 0.693763 0.146298
69.994285 0.693883 0.146464
70.021432 0.694003 0.146630
70.048578 0.694123 0.146797
70.075725 0.694243 0.146964
70.102872 0.694363 0.147130
70.130019 0.694483 0.147297
70.157165 0.694603 0.147464
70.184312 0.694722 0.147631
70.211459 0.694842 0.147799
70.238606 0.694961 0.147966
70.265752 0.695081 0.148133
70.292899 0.695200 0.148301
70.320046 0.695320 0.148469
70.347192 0.695439 0.148637
70.374339 0.695558 0.148804
70.401486 0.695677 0.148972
70.428633 0.695796 0.149141
70.455779 0.695915 0.149309
70.482926 0.696034 0.149477
70.510073 0.696153 0.149646
70.537220 0.696272 0.149814
70.564366 0.696391 0.149983
70.591513 0.696510 0.150152
70.618660 0.696628 0.150321
70.645807 0.696747 0.150490
70.672953 0.696866 0.150659
70.700100 0.696984 0.150828
70.727247 0.697103 0.150998
70.754393 0.697221 0.151167
70.781540 0.697339 0.151337
70.808687 0.697458 0.151507
70.835834 0.697576 0.151677
70.862980 0.697694 0.151847
70.890127 0.697812 0.152017
70.917274 0.697930 0.152187
70.944421 0.698048 0.152357
70.971567 0.698166 0.152528
70.998714 0.698284 0.152698
71.025861 0.698401 0.152869
71.053008 0.698519 0.153040
71.080154 0.698637 0.153211
71.107301 0.698754 0.153382
71.134448 0.698872 0.153553
71.161595 0.698989 0.153724
71.188741 0.699107 0.153895
71.215888 0.699224 0.154067
71.243035 0.699341 0.154238
71.270181 0.699458 0.154410
71.297328 0.699576 0.154582
71.324475 0.699693 0.154754
71.351622 0.699810 0.154926
71.378768 0.699927 0.155098
71.405915 0.700044 0.155270
71.433062 0.700160 0.155442
71.460209 0.700277 0.155615
71.487355 0.700394 0.155788
71.514502 0.700511 0.155960
71.541649 0.700627 0.156133
71.568796 0.700744 0.156306
71.595942 0.700860 0.156479
71.623089 0.700977 0.156652
71.650236 0.701093 0.156826
71.677382 0.701209 0.156999
71.704529 0.701326 0.157172
71.731676 0.701442 0.157346
71.758823 0.701558 0.157520
71.785969 0.701674 0.157694
71.813116 0.701790 0.157868
71.840263 0.701906 0.158042
71.867410 0.702022 0.158216
71.894556 0.702138 0.158390
71.921703 0.702254 0.158565
71.948850 0.702369 0.158739
71.975997 0.702485 0.158914
72.003143 0.702601 0.159089
72.030290 0.702716 0.159263
72.057437 0.702832 0.159438
72.084584 0.702947 0.159613
72.111730 0.703063 0.159789
72.138877 0.703178 0.159964
72.166024 0.703293 0.160139
72.193170 0.703408 0.160315
72.220317 0.703523 0.160491
72.247464 0.703639 0.160666
72.274611 0.703754 0.160842
72.301757 0.703869 0.161018
72.328904 0.703983 0.161195
72.356051 0.704098 0.161371
72.383198 0.704213 0.161547
72.410344 0.704328 0.161724
72.437491 0.704443 0.161900
72.464638 0.704557 0.162077
72.491785 0.704672 0.162254
72.518931 0.704786 0.162431
72.546078 0.704901 0.162608
72.573225 0.705015 0.162785
72.600371 0.705129 0.162962
72.627518 0.705244 0.163139
72.654665 0.705358 0.163317
72.681812 0.705472 0.163494
72.708958 0.705586 0.163672
72.736105 0.705700 0.163850
72.763252 0.705814 0.164028
72.790399 0.705928 0.164206
72.817545 0.706042 0.164384
72.844692 0.706156 0.164562
72.871839 0.706270 0.164741
72.898986 0.706383 0.164919
72.926132 0.706497 0.165098
72.953279 0.706611 0.165277
72.980426 0.706724 0.165456
73.007573 0.706838 0.165634
73.034719 0.706951 0.165814
73.061866 0.707064 0.165993
73.089013 0.707178 0.166172
73.116159 0.707291 0.166351
73.143306 0.707404 0.166531
73.170453 0.707517 0.166711
73.197600 0.707630 0.166890
73.224746 0.707743 0.167070
73.251893 0.707856 0.167250
73.279040 0.707969 0.167430
73.306187 0.708082 0.167611
73.333333 0.708195 0.167791
73.360480 0.708308 0.167971
73.387627 0.708420 0.168152
73.414774 0.708533 0.168333
73.441920 0.708646 0.168513
73.469067 0.708758 0.168694
73.496214 0.708871 0.168875
73.523360 0.708983 0.169056
73.550507 0.709095 0.169238
73.577654 0.709208 0.169419
73.604801 0.709320 0.169600
73.631947 0.709432 0.169782
73.659094 0.709544 0.169964
73.686241 0.709656 0.170145
73.713388 0.709768 0.170327
73.740534 0.709880 0.170509
73.767681 0.709992 0.170691
73.794828 0.710104 0.170874
73.821975 0.710216 0.171056
73.849121 0.710327 0.171239
73.876268 0.710439 0.171421
73.903415 0.710551 0.171604
73.930562 0.710662 0.171787
73.957708 0.710774 0.171970
73.984855 0.710885 0.172153
74.012002 0.710997 0.172336
74.039148 0.711108 0.172519
74.066295 0.711219 0.172702
74.093442 0.711331 0.172886
74.120589 0.711442 0.173069
74.147735 0.711553 0.173253
74.174882 0.711664 0.173437
74.202029 0.711775 0.173621
74.229176 0.711886 0.173805
74.256322 0.711997 0.173989
74.283469 0.712108 0.174173
74.310616 0.712219 0.174358
74.337763 0.712330 0.174542
74.364909 0.712440 0.174727
74.392056 0.712551 0.174912
74.419203 0.712661 0.175097
74.446349 0.712772 0.175282
74.473496 0.712883 0.175467
74.500643 0.712993 0.175652
74.527790 0.713103 0.175837
74.554936 0.713214 0.176023
74.582083 0.713324 0.176208
74.609230 0.713434 0.176394
74.636377 0.713544 0.176579
74.663523 0.713654 0.176765
74.690670 0.713764 0.176951
74.717817 0.713874 0.177137
74.744964 0.713984 0.177324
74.772110 0.714094 0.177510
74.799257 0.714204 0.177696
74.826404 0.714314 0.177883
74.853551 0.714424 0.178069
74.880697 0.714533 0.178256
74.907844 0.714643 0.178443
74.934991 0.714753 0.178630
74.962137 0.714862 0.178817
74.989284 0.714972 0.179004
75.016431 0.715081 0.179192
75.043578 0.715190 0.179379
75.070724 0.715300 0.179567
75.097871 0.715409 0.179754
75.125018 0.715518 0.179942
75.152165 0.715627 0.180130
75.179311 0.715736 0.180318
75.206458 0.715845 0.180506
75.233605 0.715954 0.180694
75.260752 0.716063 0.180883
75.287898 0.716172 0.181071
75.315045 0.716281 0.181260
75.342192 0.716390 0.181448
75.369338 0.716499 0.181637
75.396485 0.716607 0.181826
75.423632 0.716716 0.182015
75.450779 0.716825 0.182204
75.477925 0.716933 0.182394
75.505072 0.717042 0.182583
75.532219 0.717150 0.182772
75.559366 0.717258 0.182962
75.586512 0.717367 0.183152
75.613659 0.717475 0.183341
75.640806 0.717583 0.183531
75.667953 0.717691 0.183721
75.695099 0.717799 0.183911
75.722246 0.717907 0.184102
75.749393 0.718015 0.184292
75.776540 0.718123 0.184483
75.803686 0.718231 0.184673
75.830833 0.718339 0.184864
75.857980 0.718447 0.185055
75.885126 0.718555 0.185246
75.912273 0.718662 0.185437
75.939420 0.718770 0.185628
75.966567 0.718878 0.185819
75.993713 0.718985 0.186010
76.020860 0.719093 0.186202
76.048007 0.719200 0.186393
76.075154 0.719308 0.186585
76.102300 0.719415 0.186777
76.129447 0.719522 0.186969
76.156594 0.719629 0.187161
76.183741 0.719737 0.187353
76.210887 0.719844 0.187545
76.238034 0.719951 0.187738
76.265181 0.720058 0.187930
76.292327 0.720165 0.188123
76.319474 0.720272 0.188316
76.346621 0.720379 0.188508
76.373768 0.720485 0.188701
76.400914 0.720592 0.188894
76.428061 0.720699 0.189087
76.455208 0.720806 0.189281
76.482355 0.720912 0.189474
76.509501 0.721019 0.189668
76.536648 0.721125 0.189861
76.563795 0.721232 0.190055
76.590942 0.721338 0.190249
76.618088 0.721445 0.190443
76.645235 0.721551 0.190637
76.672382 0.721657 0.190831
76.699529 0.721763 0.191025
76.726675 0.721870 0.191220
76.753822 0.721976 0.191414
76.780969 0.722082 0.191609
76.808115 0.722188 0.191803
76.835262 0.722294 0.191998
76.862409 0.722400 0.192193
76.889556 0.722505 0.192388
76.916702 0.722611 0.192583
76.943849 0.722717 0.192779
76.970996 0.722823 0.192974
76.998143 0.722928 0.193170
77.025289 0.723034 0.193365
77.052436 0.723140 0.193561
77.079583 0.723245 0.193757
77.106730 0.723351 0.193953
77.133876 0.723456 0.194149
77.161023 0.723561 0.194345
77.188170 0.723667 0.194541
77.215316 0.723772 0.194738
77.242463 0.723877 0.194934
77.269610 0.723982 0.195131
77.296757 0.724088 0.195327
77.323903 0.724193 0.195524
77.351050 0.724298 0.195721
77.378197 0.724403 0.195918
77.405344 0.724508 0.196115
77.432490 0.724612 0.196313
77.459637 0.724717 0.196510
77.486784 0.724822 0.196708
77.513931 0.724927 0.196905
77.541077 0.725031 0.197103
77.568224 0.725136 0.197301
77.595371 0.725241 0.197499
77.622518 0.725345 0.197697
77.649664 0.725450 0.197895
77.676811 0.725554 0.198093
77.703958 0.725659 0.198292
77.731104 0.725763 0.198490
77.758251 0.725867 0.198689
77.785398 0.725971 0.198887
77.812545 0.726076 0.199086
77.839691 0.726180 0.199285
77.866838 0.726284 0.199484
77.893985 0.726388 0.199683
77.921132 0.726492 0.199883
77.948278 0.726596 0.200082
77.975425 0.726700 0.200281
78.002572 0.726804 0.200481
78.029719 0.726907 0.200681
78.056865 0.727011 0.200881
78.084012 0.727115 0.201080
78.111159 0.727219 0.201281
78.138305 0.727322 0.201481
78.165452 0.727426 0.201681
78.192599 0.727529 0.201881
78.219746 0.727633 0.202082
78.246892 0.727736 0.202282
78.274039 0.727840 0.202483
78.301186 0.727943 0.202684
78.328333 0.728046 0.202885
78.355479 0.728149 0.203086
78.382626 0.728253 0.203287
78.409773 0.728356 0.203488
78.436920 0.728459 0.203690
78.464066 0.728562 0.203891
78.491213 0.728665 0.204093
78.518360 0.728768 0.204294
78.545507 0.728871 0.204496
78.572653 0.728974 0.204698
78.599800 0.729076 0.204900
78.626947 0.729179 0.205102
78.654093 0.729282 0.205304
78.681240 0.729385 0.205507
78.708387 0.729487 0.205709
78.735534 0.729590 0.205912
78.762680 0.729692 0.206115
78.789827 0.729795 0.206317
78.816974 0.729897 0.206520
78.844121 0.730000 0.206723
78.871267 0.730102 0.206926
78.898414 0.730204 0.207130
78.925561 0.730307 0.207333
78.952708 0.730409 0.207536
78.979854 0.730511 0.207740
79.007001 0.730613 0.207944
79.034148 0.730715 0.208147
79.061294 0.730817 0.208351
79.088441 0.730919 0.208555
79.115588 0.731021 0.208759
79.142735 0.731123 0.208964
79.169881 0.731225 0.209168
79.197028 0.731326 0.209372
79.224175 0.731428 0.209577
79.251322 0.731530 0.209782
79.278468 0.731631 0.209986
79.305615 0.731733 0.210191
79.332762 0.731835 0.210396
79.359909 0.731936 0.210601
79.387055 0.732038 0.210806
79.414202 0.732139 0.211012
79.441349 0.732240 0.211217
79.468495 0.732342 0.211423
79.495642 0.732443 0.211628
79.522789 0.732544 0.211834
79.549936 0.732645 0.212040
79.577082 0.732746 0.212246
79.604229 0.732848 0.212452
79.631376 0.732949 0.212658
79.658523 0.733050 0.212864
79.685669 0.733151 0.213071
79.712816 0.733251 0.213277
79.739963 0.733352 0.213484
79.767110 0.733453 0.213691
79.794256 0.733554 0.213898
79.821403 0.733655 0.214104
79.848550 0.733755 0.214311
79.875697 0.733856 0.214519
79.902843 0.733956 0.214726
79.929990 0.734057 0.214933
79.957137 0.734157 0.215141
79.984283 0.734258 0.215348
80.011430 0.734358 0.215556
80.038577 0.734459 0.215764
80.065724 0.734559 0.215972
80.092870 0.734659 0.216180
80.120017 0.734760 0.216388
80.147164 0.734860 0.216596
80.174311 0.734960 0.216805
80.201457 0.735060 0.217013
80.228604 0.735160 0.217222
80.255751 0.735260 0.217430
80.282898 0.735360 0.217639
80.310044 0.735460 0.217848
80.337191 0.735560 0.218057
80.364338 0.735659 0.218266
80.391484 0.735759 0.218475
80.418631 0.735859 0.218685
80.445778 0.735959 0.218894
80.472925 0.736058 0.219104
80.500071 0.736158 0.219313
80.527218 0.736257 0.219523
80.554365 0.736357 0.219733
80.581512 0.736456 0.219943
80.608658 0.736556 0.220153
80.635805 0.736655 0.220363
80.662952 0.736755 0.220573
80.690099 0.736854 0.220784
80.717245 0.736953 0.220994
80.744392 0.737052 0.221205
80.771539 0.737151 0.221416
80.798686 0.737251 0.221626
80.825832 0.737350 0.221837
80.852979 0.737449 0.222048
80.880126 0.737548 0.222260
80.907272 0.737646 0.222471
80.934419 0.737745 0.222682
80.961566 0.737844 0.222894
80.988713 0.737943 0.223105
81.015859 0.738042 0.223317
81.043006 0.738140 0.223529
81.070153 0.738239 0.223741
81.097300 0.738338 0.223953
81.124446 0.738436 0.224165
81.151593 0.738535 0.224377
81.178740 0.738633 0.224589
81.205887 0.738732 0.224802
81.233033 0.738830 0.225014
81.260180 0.738929 0.225227
81.287327 0.739027 0.225440
81.314473 0.739125 0.225653
81.341620 0.739223 0.225866
81.368767 0.739322 0.226079
81.395914 0.739420 0.226292
81.423060 0.739518 0.226505
81.450207 0.739616 0.226719
81.477354 0.739714 0.226932
81.504501 0.739812 0.227146
81.531647 0.739910 0.227359
81.558794 0.740008 0.227573
81.585941 0.740106 0.227787
81.613088 0.740203 0.228001
81.640234 0.740301 0.228215
81.667381 0.740399 0.228430
81.694528 0.740496 0.228644
81.721675 0.740594 0.228859
81.748821 0.740692 0.229073
81.775968 0.740789 0.229288
81.803115 0.740887 0.229503
81.830261 0.740984 0.229718
81.857408 0.741082 0.229933
81.884555 0.741179 0.230148
81.911702 0.741276 0.230363
81.938848 0.741374 0.230578
81.965995 0.741471 0.230794
81.993142 0.741568 0.231009
82.020289 0.741665 0.231225
82.047435 0.741762 0.231441
82.074582 0.741859 0.231656
82.101729 0.741956 0.231872
82.128876 0.742053 0.232088
82.156022 0.742150 0.232305
82.183169 0.742247 0.232521
82.210316 0.742344 0.232737
82.237462 0.742441 0.232954
82.264609 0.742538 0.233170
82.291756 0.742634 0.233387
82.318903 0.742731 0.233604
82.346049 0.742828 0.233821
82.373196 0.742924 0.234038
82.400343 0.743021 0.234255
82.427490 0.743117 0.234472
82.454636 0.743214 0.234689
82.481783 0.743310 0.234907
82.508930 0.743407 0.235124
82.536077 0.743503 0.235342
82.563223 0.743599 0.235560
82.590370 0.743696 0.235778
82.617517 0.743792 0.235996
82.644664 0.743888 0.236214
82.671810 0.743984 0.236432
82.698957 0.744080 0.236650
82.726104 0.744176 0.236869
82.753250 0.744272 0.237087
82.780397 0.744368 0.237306
82.807544 0.744464 0.237524
82.834691 0.744560 0.237743
82.861837 0.744656 0.237962
82.888984 0.744752 0.238181
82.916131 0.744847 0.238400
82.943278 0.744943 0.238619
82.970424 0.745039 0.238839
82.997571 0.745135 0.239058
83.024718 0.745230 0.239278
83.051865 0.745326 0.239497
83.079011 0.745421 0.239717
83.106158 0.745517 0.239937
83.133305 0.745612 0.240157
83.160451 0.745707 0.240377
83.187598 0.745803 0.240597
83.214745 0.745898 0.240817
83.241892 0.745993 0.241038
83.269038 0.746089 0.241258
83.296185 0.746184 0.241479
83.323332 0.746279 0.241700
83.350479 0.746374 0.241920
83.377625 0.746469 0.242141
83.404772 0.746564 0.242362
83.431919 0.746659 0.242583
83.459066 0.746754 0.242805
83.486212 0.746849 0.243026
83.513359 0.746944 0.243247
83.540506 0.747039 0.243469
83.567653 0.747133 0.243691
83.594799 0.747228 0.243912
83.621946 0.747323 0.244134
83.649093 0.747418 0.244356
83.676239 0.747512 0.244578
83.703386 0.747607 0.244800
83.730533 0.747701 0.245023
83.757680 0.747796 0.245245
83.784826 0.747890 0.245467
83.811973 0.747985 0.245690
83.839120 0.748079 0.245913
83.866267 0.748173 0.246135
83.893413 0.748268 0.246358
83.920560 0.748362 0.246581
83.947707 0.748456 0.246804
83.974854 0.748550 0.247027
84.002000 0.748644 0.247251
84.029147 0.748739 0.247474
84.056294 0.748833 0.247698
84.083440 0.748927 0.247921
84.110587 0.749021 0.248145
84.137734 0.749114 0.248369
84.164881 0.749208 0.248593
84.192027 0.749302 0.248817
84.219174 0.749396 0.249041
84.246321 0.749490 0.249265
84.273468 0.749584 0.249489
84.300614 0.749677 0.249714
84.327761 0.749771 0.249938
84.354908 0.749864 0.250163
84.382055 0.749958 0.250388
84.409201 0.750052 0.250613
84.436348 0.750145 0.250837
84.463495 0.750239 0.251062
84.490642 0.750332 0.251288
84.517788 0.750425 0.251513
84.544935 0.750519 0.251738
84.572082 0.750612 0.251964
84.599228 0.750705 0.252189
84.626375 0.750798 0.252415
84.653522 0.750892 0.252641
84.680669 0.750985 0.252867
84.707815 0.751078 0.253092
84.734962 0.751171 0.253319
84.762109 0.751264 0.253545
84.789256 0.751357 0.253771
84.816402 0.751450 0.253997
84.843549 0.751543 0.254224
84.870696 0.751636 0.254450
84.897843 0.751728 0.254677
84.924989 0.751821 0.254904
84.952136 0.751914 0.255131
84.979283 0.752007 0.255358
85.006429 0.752099 0.255585
85.033576 0.752192 0.255812
85.060723 0.752285 0.256039
85.087870 0.752377 0.256267
85.115016 0.752470 0.256494
85.142163 0.752562 0.256722
85.169310 0.752654 0.256950
85.196457 0.752747 0.257177
85.223603 0.752839 0.257405
85.250750 0.752932 0.257633
85.277897 0.753024 0.257861
85.305044 0.753116 0.258090
85.332190 0.753208 0.258318
85.359337 0.753300 0.258546
85.386484 0.753393 0.258775
85.413631 0.753485 0.259003
85.440777 0.753577 0.259232
85.467924 0.753669 0.259461
85.495071 0.753761 0.259690
85.522217 0.753853 0.259919
85.549364 0.753944 0.260148
85.576511 0.754036 0.260377
85.603658 0.754128 0.260607
85.630804 0.754220 0.260836
85.657951 0.754312 0.261065
85.685098 0.754403 0.261295
85.712245 0.754495 0.261525
85.739391 0.754587 0.261755
85.766538 0.754678 0.261985
85.793685 0.754770 0.262215
85.820832 0.754861 0.262445
85.847978 0.754953 0.262675
85.875125 0.755044 0.262905
85.902272 0.755136 0.263136
85.929418 0.755227 0.263366
85.956565 0.755318 0.263597
85.983712 0.755410 0.263828
86.010859 0.755501 0.264058
86.038005 0.755592 0.264289
86.065152 0.755683 0.264520
86.092299 0.755774 0.264751
86.119446 0.755865 0.264983
86.146592 0.755956 0.265214
86.173739 0.756047 0.265445
86.200886 0.756138 0.265677
86.228033 0.756229 0.265909
86.255179 0.756320 0.266140
86.282326 0.756411 0.266372
86.309473 0.756502 0.266604
86.336620 0.756593 0.266836
86.363766 0.756683 0.267068
86.390913 0.756774 0.267301
86.418060 0.756865 0.267533
86.445206 0.756955 0.267765
86.472353 0.757046 0.267998
86.499500 0.757137 0.268230
86.526647 0.757227 0.268463
86.553793 0.757318 0.268696
86.580940 0.757408 0.268929
86.608087 0.757499 0.269162
86.635234 0.757589 0.269395
86.662380 0.757679 0.269628
86.689527 0.757770 0.269862
86.716674 0.757860 0.270095
86.743821 0.757950 0.270329
86.770967 0.758040 0.270562
86.798114 0.758130 0.270796
86.825261 0.758220 0.271030
86.852407 0.758311 0.271264
86.879554 0.758401 0.271498
86.906701 0.758491 0.271732
86.933848 0.758581 0.271966
86.960994 0.758670 0.272200
86.988141 0.758760 0.272435
87.015288 0.758850 0.272669
87.042435 0.758940 0.272904
87.069581 0.759030 0.273139
87.096728 0.759120 0.273373
87.123875 0.759209 0.273608
87.151022 0.759299 0.273843
87.178168 0.759389 0.274078
87.205315 0.759478 0.274314
87.232462 0.759568 0.274549
87.259609 0.759657 0.274784
87.286755 0.759747 0.275020
87.313902 0.759836 0.275255
87.341049 0.759926 0.275491
87.368195 0.760015 0.275727
87.395342 0.760104 0.275963
87.422489 0.760194 0.276199
87.449636 0.760283 0.276435
87.476782 0.760372 0.276671
87.503929 0.760461 0.276907
87.531076 0.760551 0.277144
87.558223 0.760640 0.277380
87.585369 0.760729 0.277617
87.612516 0.760818 0.277853
87.639663 0.760907 0.278090
87.666810 0.760996 0.278327
87.693956 0.761085 0.278564
87.721103 0.761174 0.278801
87.748250 0.761263 0.279038
87.775396 0.761351 0.279275
87.802543 0.761440 0.279513
87.829690 0.761529 0.279750
87.856837 0.761618 0.279988
87.883983 0.761706 0.280225
87.911130 0.761795 0.280463
87.938277 0.761884 0.280701
87.965424 0.761972 0.280939
87.992570 0.762061 0.281177
88.019717 0.762149 0.281415
88.046864 0.762238 0.281653
88.074011 0.762326 0.281892
88.101157 0.762415 0.282130
88.128304 0.762503 0.282369
88.155451 0.762591 0.282607
88.182598 0.762680 0.282846
88.209744 0.762768 0.283085
88.236891 0.762856 0.283324
88.264038 0.762944 0.283563
88.291184 0.763032 0.283802
88.318331 0.763120 0.284041
88.345478 0.763209 0.284280
88.372625 0.763297 0.284520
88.399771 0.763385 0.284759
88.426918 0.763473 0.284999
88.454065 0.763561 0.285238
88.481212 0.763648 0.285478
88.508358 0.763736 0.285718
88.535505 0.763824 0.285958
88.562652 0.763912 0.286198
88.589799 0.764000 0.286438
88.616945 0.764087 0.286679
88.644092 0.764175 0.286919
88.671239 0.764263 0.287159
88.698385 0.764350 0.287400
88.725532 0.764438 0.287640
88.752679 0.764526 0.287881
88.779826 0.764613 0.288122
88.806972 0.764701 0.288363
88.834119 0.764788 0.288604
88.861266 0.764875 0.288845
88.888413 0.764963 0.289086
88.915559 0.765050 0.289328
88.942706 0.765137 0.289569
88.969853 0.765225 0.289811
88.997000 0.765312 0.290052
89.024146 0.765399 0.290294
89.051293 0.765486 0.290536
89.078440 0.765573 0.290777
89.105587 0.765661 0.291019
89.132733 0.765748 0.291261
89.159880 0.765835 0.291504
89.187027 0.765922 0.291746
89.214173 0.766009 0.291988
89.241320 0.766095 0.292231
89.268467 0.766182 0.292473
89.295614 0.766269 0.292716
89.322760 0.766356 0.292959
89.349907 0.766443 0.293201
89.377054 0.766530 0.293444
89.404201 0.766616 0.293687
89.431347 0.766703 0.293930
89.458494 0.766790 0.294174
89.485641 0.766876 0.294417
89.512788 0.766963 0.294660
89.539934 0.767049 0.294904
89.567081 0.767136 0.295147
89.594228 0.767222 0.295391
89.621374 0.767309 0.295635
89.648521 0.767395 0.295879
89.675668 0.767482 0.296123
89.702815 0.767568 0.296367
89.729961 0.767654 0.296611
89.757108 0.767740 0.296855
89.784255 0.767827 0.297099
89.811402 0.767913 0.297344
89.838548 0.767999 0.297588
89.865695 0.768085 0.297833
89.892842 0.768171 0.298078
89.919989 0.768257 0.298323
89.947135 0.768343 0.298567
89.974282 0.768429 0.298812
90.001429 0.768515 0.299057
90.028576 0.768601 0.299303
90.055722 0.768687 0.299548
90.082869 0.768773 0.299793
90.110016 0.768859 0.300039
90.137162 0.768945 0.300284
90.164309 0.769030 0.300530
90.191456 0.769116 0.300776
90.218603 0.769202 0.301021
90.245749 0.769287 0.301267
90.272896 0.769373 0.301513
90.300043 0.769459 0.301759
90.327190 0.769544 0.302006
90.354336 0.769630 0.302252
90.381483 0.769715 0.302498
90.408630 0.769801 0.302745
90.435777 0.769886 0.302991
90.462923 0.769971 0.303238
90.490070 0.770057 0.303485
90.517217 0.770142 0.303732
90.544363 0.770227 0.303979
90.571510 0.770313 0.304226
90.598657 0.770398 0.304473
90.625804 0.770483 0.304720
90.652950 0.770568 0.304967
90.680097 0.770653 0.305215
90.707244 0.770738 0.305462
90.734391 0.770824 0.305710
90.761537 0.770909 0.305957
90.788684 0.770994 0.306205
90.815831 0.771078 0.306453
90.842978 0.771163 0.306701
90.870124 0.771248 0.306949
90.897271 0.771333 0.307197
90.924418 0.771418 0.307445
90.951565 0.771503 0.307694
90.978711 0.771587 0.307942
91.005858 0.771672 0.308191
91.033005 0.771757 0.308439
91.060151 0.771842 0.308688
91.087298 0.771926 0.308937
91.114445 0.772011 0.309185
91.141592 0.772095 0.309434
91.168738 0.772180 0.309683
91.195885 0.772264 0.309933
91.223032 0.772349 0.310182
91.250179 0.772433 0.310431
91.277325 0.772518 0.310681
91.304472 0.772602 0.310930
91.331619 0.772686 0.311180
91.358766 0.772771 0.311429
91.385912 0.772855 0.311679
91.413059 0.772939 0.311929
91.440206 0.773023 0.312179
91.467352 0.773107 0.312429
91.494499 0.773192 0.312679
91.521646 0.773276 0.312929
91.548793 0.773360 0.313180
91.575939 0.773444 0.313430
91.603086 0.773528 0.313681
91.630233 0.773612 0.313931
